id,time,total_inflow_sim1,total_inflow_sim2
BC-BB-F3-18890,2019-03-22 00:01:00,0.0,0.0
BC-BB-F3-18890,2019-03-22 00:02:00,0.0,0.0
BC-BB-F3-18890,2019-03-22 00:03:00,0.0,0.0
BC-BB-F3-18890,2019-03-22 00:04:00,0.0,0.0
BC-BB-F3-18890,2019-03-22 00:05:00,0.0,0.0
BC-BB-F3-18890,2019-03-22 00:06:00,0.0,0.0
BC-BB-F3-18890,2019-03-22 00:07:00,0.0,6.6e-05
BC-BB-F3-18890,2019-03-22 00:08:00,0.0,0.000366
BC-BB-F3-18890,2019-03-22 00:09:00,5e-05,0.001178
BC-BB-F3-18890,2019-03-22 00:10:00,0.000147,0.002978
BC-BB-F3-18890,2019-03-22 00:11:00,0.00033,0.006257
BC-BB-F3-18890,2019-03-22 00:12:00,0.000697,0.011567
BC-BB-F3-18890,2019-03-22 00:13:00,0.00135,0.018463
BC-BB-F3-18890,2019-03-22 00:14:00,0.002428,0.025346
BC-BB-F3-18890,2019-03-22 00:15:00,0.004106,0.032534
BC-BB-F3-18890,2019-03-22 00:16:00,0.006583,0.040169
BC-BB-F3-18890,2019-03-22 00:17:00,0.010062,0.048322
BC-BB-F3-18890,2019-03-22 00:18:00,0.014604,0.057202
BC-BB-F3-18890,2019-03-22 00:19:00,0.019134,0.067208
BC-BB-F3-18890,2019-03-22 00:20:00,0.023463,0.078561
BC-BB-F3-18890,2019-03-22 00:21:00,0.027679,0.090506
BC-BB-F3-18890,2019-03-22 00:22:00,0.031856,0.10205
BC-BB-F3-18890,2019-03-22 00:23:00,0.036079,0.112237
BC-BB-F3-18890,2019-03-22 00:24:00,0.04045,0.121104
BC-BB-F3-18890,2019-03-22 00:25:00,0.045008,0.129822
BC-BB-F3-18890,2019-03-22 00:26:00,0.049738,0.138208
BC-BB-F3-18890,2019-03-22 00:27:00,0.054571,0.146101
BC-BB-F3-18890,2019-03-22 00:28:00,0.059396,0.153411
BC-BB-F3-18890,2019-03-22 00:29:00,0.064157,0.160098
BC-BB-F3-18890,2019-03-22 00:30:00,0.0688,0.166158
BC-BB-F3-18890,2019-03-22 00:31:00,0.073178,0.171601
BC-BB-F3-18890,2019-03-22 00:32:00,0.077213,0.17657
BC-BB-F3-18890,2019-03-22 00:33:00,0.080894,0.181269
BC-BB-F3-18890,2019-03-22 00:34:00,0.084231,0.1856
BC-BB-F3-18890,2019-03-22 00:35:00,0.087249,0.189485
BC-BB-F3-18890,2019-03-22 00:36:00,0.089983,0.192892
BC-BB-F3-18890,2019-03-22 00:37:00,0.092475,0.19582
BC-BB-F3-18890,2019-03-22 00:38:00,0.094767,0.198291
BC-BB-F3-18890,2019-03-22 00:39:00,0.096898,0.200338
BC-BB-F3-18890,2019-03-22 00:40:00,0.098903,0.201986
BC-BB-F3-18890,2019-03-22 00:41:00,0.100818,0.203276
BC-BB-F3-18890,2019-03-22 00:42:00,0.102679,0.204261
BC-BB-F3-18890,2019-03-22 00:43:00,0.104536,0.204968
BC-BB-F3-18890,2019-03-22 00:44:00,0.106455,0.20544
BC-BB-F3-18890,2019-03-22 00:45:00,0.108519,0.205722
BC-BB-F3-18890,2019-03-22 00:46:00,0.110844,0.205846
BC-BB-F3-18890,2019-03-22 00:47:00,0.113631,0.205846
BC-BB-F3-18890,2019-03-22 00:48:00,0.117127,0.205756
BC-BB-F3-18890,2019-03-22 00:49:00,0.12128,0.205611
BC-BB-F3-18890,2019-03-22 00:50:00,0.125678,0.20544
BC-BB-F3-18890,2019-03-22 00:51:00,0.129883,0.20527
BC-BB-F3-18890,2019-03-22 00:52:00,0.133678,0.205123
BC-BB-F3-18890,2019-03-22 00:53:00,0.137019,0.205011
BC-BB-F3-18890,2019-03-22 00:54:00,0.139953,0.204948
BC-BB-F3-18890,2019-03-22 00:55:00,0.142574,0.204947
BC-BB-F3-18890,2019-03-22 00:56:00,0.145012,0.205017
BC-BB-F3-18890,2019-03-22 00:57:00,0.147405,0.205161
BC-BB-F3-18890,2019-03-22 00:58:00,0.149886,0.205376
BC-BB-F3-18890,2019-03-22 00:59:00,0.152548,0.205654
BC-BB-F3-18890,2019-03-22 01:00:00,0.155381,0.205986
BC-BB-F3-18890,2019-03-22 01:01:00,0.158275,0.206359
BC-BB-F3-18890,2019-03-22 01:02:00,0.161091,0.206758
BC-BB-F3-18890,2019-03-22 01:03:00,0.163729,0.207174
BC-BB-F3-18890,2019-03-22 01:04:00,0.166144,0.207601
BC-BB-F3-18890,2019-03-22 01:05:00,0.16834,0.208036
BC-BB-F3-18890,2019-03-22 01:06:00,0.170346,0.20847
BC-BB-F3-18890,2019-03-22 01:07:00,0.17221,0.20892
BC-BB-F3-18890,2019-03-22 01:08:00,0.173986,0.209432
BC-BB-F3-18890,2019-03-22 01:09:00,0.175717,0.210058
BC-BB-F3-18890,2019-03-22 01:10:00,0.177439,0.210834
BC-BB-F3-18890,2019-03-22 01:11:00,0.179177,0.211801
BC-BB-F3-18890,2019-03-22 01:12:00,0.180971,0.213073
BC-BB-F3-18890,2019-03-22 01:13:00,0.182864,0.214856
BC-BB-F3-18890,2019-03-22 01:14:00,0.184882,0.217384
BC-BB-F3-18890,2019-03-22 01:15:00,0.18704,0.220877
BC-BB-F3-18890,2019-03-22 01:16:00,0.189354,0.225517
BC-BB-F3-18890,2019-03-22 01:17:00,0.19185,0.231424
BC-BB-F3-18890,2019-03-22 01:18:00,0.194565,0.238619
BC-BB-F3-18890,2019-03-22 01:19:00,0.197543,0.247087
BC-BB-F3-18890,2019-03-22 01:20:00,0.200811,0.256662
BC-BB-F3-18890,2019-03-22 01:21:00,0.20438,0.267174
BC-BB-F3-18890,2019-03-22 01:22:00,0.208374,0.278318
BC-BB-F3-18890,2019-03-22 01:23:00,0.212943,0.289803
BC-BB-F3-18890,2019-03-22 01:24:00,0.218242,0.301353
BC-BB-F3-18890,2019-03-22 01:25:00,0.22443,0.312678
BC-BB-F3-18890,2019-03-22 01:26:00,0.23158,0.323474
BC-BB-F3-18890,2019-03-22 01:27:00,0.239734,0.333488
BC-BB-F3-18890,2019-03-22 01:28:00,0.248707,0.34256
BC-BB-F3-18890,2019-03-22 01:29:00,0.258237,0.35065
BC-BB-F3-18890,2019-03-22 01:30:00,0.268115,0.357778
BC-BB-F3-18890,2019-03-22 01:31:00,0.278261,0.363994
BC-BB-F3-18890,2019-03-22 01:32:00,0.288497,0.369325
BC-BB-F3-18890,2019-03-22 01:33:00,0.298684,0.373744
BC-BB-F3-18890,2019-03-22 01:34:00,0.308751,0.377243
BC-BB-F3-18890,2019-03-22 01:35:00,0.318682,0.379856
BC-BB-F3-18890,2019-03-22 01:36:00,0.32857,0.381647
BC-BB-F3-18890,2019-03-22 01:37:00,0.338425,0.382741
BC-BB-F3-18890,2019-03-22 01:38:00,0.348207,0.383321
BC-BB-F3-18890,2019-03-22 01:39:00,0.357806,0.383599
BC-BB-F3-18890,2019-03-22 01:40:00,0.36705,0.383831
BC-BB-F3-18890,2019-03-22 01:41:00,0.375797,0.384399
BC-BB-F3-18890,2019-03-22 01:42:00,0.383959,0.385771
BC-BB-F3-18890,2019-03-22 01:43:00,0.391598,0.388386
BC-BB-F3-18890,2019-03-22 01:44:00,0.398885,0.392346
BC-BB-F3-18890,2019-03-22 01:45:00,0.405955,0.397206
BC-BB-F3-18890,2019-03-22 01:46:00,0.412794,0.40231
BC-BB-F3-18890,2019-03-22 01:47:00,0.419332,0.407164
BC-BB-F3-18890,2019-03-22 01:48:00,0.42546,0.411491
BC-BB-F3-18890,2019-03-22 01:49:00,0.431018,0.415187
BC-BB-F3-18890,2019-03-22 01:50:00,0.436,0.418327
BC-BB-F3-18890,2019-03-22 01:51:00,0.440359,0.421038
BC-BB-F3-18890,2019-03-22 01:52:00,0.44415,0.423431
BC-BB-F3-18890,2019-03-22 01:53:00,0.447505,0.42558
BC-BB-F3-18890,2019-03-22 01:54:00,0.450554,0.427531
BC-BB-F3-18890,2019-03-22 01:55:00,0.45341,0.429314
BC-BB-F3-18890,2019-03-22 01:56:00,0.456133,0.430945
BC-BB-F3-18890,2019-03-22 01:57:00,0.458749,0.432431
BC-BB-F3-18890,2019-03-22 01:58:00,0.461277,0.433777
BC-BB-F3-18890,2019-03-22 01:59:00,0.463725,0.434995
BC-BB-F3-18890,2019-03-22 02:00:00,0.466094,0.436103
BC-BB-F3-18890,2019-03-22 02:01:00,0.468387,0.43712
BC-BB-F3-18890,2019-03-22 02:02:00,0.470609,0.438064
BC-BB-F3-18890,2019-03-22 02:03:00,0.472765,0.438952
BC-BB-F3-18890,2019-03-22 02:04:00,0.474866,0.439795
BC-BB-F3-18890,2019-03-22 02:05:00,0.476917,0.4406
BC-BB-F3-18890,2019-03-22 02:06:00,0.478903,0.441378
BC-BB-F3-18890,2019-03-22 02:07:00,0.480791,0.442135
BC-BB-F3-18890,2019-03-22 02:08:00,0.482551,0.442876
BC-BB-F3-18890,2019-03-22 02:09:00,0.484158,0.443607
BC-BB-F3-18890,2019-03-22 02:10:00,0.485609,0.44433
BC-BB-F3-18890,2019-03-22 02:11:00,0.486916,0.445051
BC-BB-F3-18890,2019-03-22 02:12:00,0.488101,0.445771
BC-BB-F3-18890,2019-03-22 02:13:00,0.489189,0.446492
BC-BB-F3-18890,2019-03-22 02:14:00,0.490204,0.447216
BC-BB-F3-18890,2019-03-22 02:15:00,0.491167,0.447947
BC-BB-F3-18890,2019-03-22 02:16:00,0.492103,0.448688
BC-BB-F3-18890,2019-03-22 02:17:00,0.493049,0.449483
BC-BB-F3-18890,2019-03-22 02:18:00,0.494044,0.450406
BC-BB-F3-18890,2019-03-22 02:19:00,0.495123,0.451533
BC-BB-F3-18890,2019-03-22 02:20:00,0.496337,0.452919
BC-BB-F3-18890,2019-03-22 02:21:00,0.497752,0.454595
BC-BB-F3-18890,2019-03-22 02:22:00,0.499474,0.456548
BC-BB-F3-18890,2019-03-22 02:23:00,0.501664,0.458728
BC-BB-F3-18890,2019-03-22 02:24:00,0.50451,0.461064
BC-BB-F3-18890,2019-03-22 02:25:00,0.508223,0.463489
BC-BB-F3-18890,2019-03-22 02:26:00,0.512975,0.465944
BC-BB-F3-18890,2019-03-22 02:27:00,0.518834,0.468332
BC-BB-F3-18890,2019-03-22 02:28:00,0.525814,0.470536
BC-BB-F3-18890,2019-03-22 02:29:00,0.533816,0.472463
BC-BB-F3-18890,2019-03-22 02:30:00,0.542477,0.474059
BC-BB-F3-18890,2019-03-22 02:31:00,0.551345,0.475315
BC-BB-F3-18890,2019-03-22 02:32:00,0.559976,0.476278
BC-BB-F3-18890,2019-03-22 02:33:00,0.568393,0.477038
BC-BB-F3-18890,2019-03-22 02:34:00,0.576844,0.477696
BC-BB-F3-18890,2019-03-22 02:35:00,0.585339,0.478334
BC-BB-F3-18890,2019-03-22 02:36:00,0.593509,0.47901
BC-BB-F3-18890,2019-03-22 02:37:00,0.601053,0.479808
BC-BB-F3-18890,2019-03-22 02:38:00,0.607758,0.480842
BC-BB-F3-18890,2019-03-22 02:39:00,0.613446,0.482217
BC-BB-F3-18890,2019-03-22 02:40:00,0.61815,0.484002
BC-BB-F3-18890,2019-03-22 02:41:00,0.622078,0.486216
BC-BB-F3-18890,2019-03-22 02:42:00,0.625388,0.488777
BC-BB-F3-18890,2019-03-22 02:43:00,0.628217,0.49151
BC-BB-F3-18890,2019-03-22 02:44:00,0.630695,0.494219
BC-BB-F3-18890,2019-03-22 02:45:00,0.632928,0.496736
BC-BB-F3-18890,2019-03-22 02:46:00,0.634995,0.498951
BC-BB-F3-18890,2019-03-22 02:47:00,0.636979,0.500828
BC-BB-F3-18890,2019-03-22 02:48:00,0.638852,0.502406
BC-BB-F3-18890,2019-03-22 02:49:00,0.640555,0.50376
BC-BB-F3-18890,2019-03-22 02:50:00,0.642074,0.504977
BC-BB-F3-18890,2019-03-22 02:51:00,0.643419,0.506134
BC-BB-F3-18890,2019-03-22 02:52:00,0.644625,0.507316
BC-BB-F3-18890,2019-03-22 02:53:00,0.645719,0.508638
BC-BB-F3-18890,2019-03-22 02:54:00,0.646719,0.510183
BC-BB-F3-18890,2019-03-22 02:55:00,0.647647,0.511996
BC-BB-F3-18890,2019-03-22 02:56:00,0.64853,0.514084
BC-BB-F3-18890,2019-03-22 02:57:00,0.649392,0.516407
BC-BB-F3-18890,2019-03-22 02:58:00,0.650262,0.518891
BC-BB-F3-18890,2019-03-22 02:59:00,0.651171,0.521435
BC-BB-F3-18890,2019-03-22 03:00:00,0.652134,0.523941
BC-BB-F3-18890,2019-03-22 03:01:00,0.653151,0.526346
BC-BB-F3-18890,2019-03-22 03:02:00,0.654202,0.528619
BC-BB-F3-18890,2019-03-22 03:03:00,0.655261,0.530759
BC-BB-F3-18890,2019-03-22 03:04:00,0.656309,0.532748
BC-BB-F3-18890,2019-03-22 03:05:00,0.657334,0.534587
BC-BB-F3-18890,2019-03-22 03:06:00,0.658331,0.536296
BC-BB-F3-18890,2019-03-22 03:07:00,0.659297,0.537896
BC-BB-F3-18890,2019-03-22 03:08:00,0.660234,0.539404
BC-BB-F3-18890,2019-03-22 03:09:00,0.661146,0.540832
BC-BB-F3-18890,2019-03-22 03:10:00,0.662032,0.542192
BC-BB-F3-18890,2019-03-22 03:11:00,0.66289,0.543493
BC-BB-F3-18890,2019-03-22 03:12:00,0.663718,0.544748
BC-BB-F3-18890,2019-03-22 03:13:00,0.664516,0.545972
BC-BB-F3-18890,2019-03-22 03:14:00,0.665284,0.54718
BC-BB-F3-18890,2019-03-22 03:15:00,0.666024,0.548384
BC-BB-F3-18890,2019-03-22 03:16:00,0.666738,0.549591
BC-BB-F3-18890,2019-03-22 03:17:00,0.667428,0.550798
BC-BB-F3-18890,2019-03-22 03:18:00,0.668097,0.551992
BC-BB-F3-18890,2019-03-22 03:19:00,0.668748,0.553156
BC-BB-F3-18890,2019-03-22 03:20:00,0.669381,0.554275
BC-BB-F3-18890,2019-03-22 03:21:00,0.67,0.555344
BC-BB-F3-18890,2019-03-22 03:22:00,0.670601,0.556365
BC-BB-F3-18890,2019-03-22 03:23:00,0.671179,0.557346
BC-BB-F3-18890,2019-03-22 03:24:00,0.671729,0.5583
BC-BB-F3-18890,2019-03-22 03:25:00,0.67225,0.559239
BC-BB-F3-18890,2019-03-22 03:26:00,0.672744,0.560171
BC-BB-F3-18890,2019-03-22 03:27:00,0.673216,0.5611
BC-BB-F3-18890,2019-03-22 03:28:00,0.67367,0.562028
BC-BB-F3-18890,2019-03-22 03:29:00,0.674119,0.562957
BC-BB-F3-18890,2019-03-22 03:30:00,0.674573,0.563885
BC-BB-F3-18890,2019-03-22 03:31:00,0.675036,0.564811
BC-BB-F3-18890,2019-03-22 03:32:00,0.675504,0.565735
BC-BB-F3-18890,2019-03-22 03:33:00,0.675974,0.566655
BC-BB-F3-18890,2019-03-22 03:34:00,0.676442,0.567572
BC-BB-F3-18890,2019-03-22 03:35:00,0.676904,0.568485
BC-BB-F3-18890,2019-03-22 03:36:00,0.67736,0.569397
BC-BB-F3-18890,2019-03-22 03:37:00,0.677821,0.570347
BC-BB-F3-18890,2019-03-22 03:38:00,0.678294,0.571415
BC-BB-F3-18890,2019-03-22 03:39:00,0.678782,0.572683
BC-BB-F3-18890,2019-03-22 03:40:00,0.679292,0.574212
BC-BB-F3-18890,2019-03-22 03:41:00,0.679842,0.576014
BC-BB-F3-18890,2019-03-22 03:42:00,0.680448,0.578011
BC-BB-F3-18890,2019-03-22 03:43:00,0.681137,0.580128
BC-BB-F3-18890,2019-03-22 03:44:00,0.681931,0.582286
BC-BB-F3-18890,2019-03-22 03:45:00,0.682831,0.584396
BC-BB-F3-18890,2019-03-22 03:46:00,0.683819,0.586388
BC-BB-F3-18890,2019-03-22 03:47:00,0.684852,0.58819
BC-BB-F3-18890,2019-03-22 03:48:00,0.685887,0.589727
BC-BB-F3-18890,2019-03-22 03:49:00,0.68689,0.590947
BC-BB-F3-18890,2019-03-22 03:50:00,0.687831,0.591822
BC-BB-F3-18890,2019-03-22 03:51:00,0.688684,0.592356
BC-BB-F3-18890,2019-03-22 03:52:00,0.689426,0.592598
BC-BB-F3-18890,2019-03-22 03:53:00,0.690035,0.592641
BC-BB-F3-18890,2019-03-22 03:54:00,0.690494,0.592592
BC-BB-F3-18890,2019-03-22 03:55:00,0.690799,0.592538
BC-BB-F3-18890,2019-03-22 03:56:00,0.690965,0.592543
BC-BB-F3-18890,2019-03-22 03:57:00,0.691036,0.592679
BC-BB-F3-18890,2019-03-22 03:58:00,0.691053,0.593034
BC-BB-F3-18890,2019-03-22 03:59:00,0.691048,0.593678
BC-BB-F3-18890,2019-03-22 04:00:00,0.691065,0.594652
BC-BB-F3-18890,2019-03-22 04:01:00,0.691195,0.595945
BC-BB-F3-18890,2019-03-22 04:02:00,0.691557,0.597499
BC-BB-F3-18890,2019-03-22 04:03:00,0.692187,0.599209
BC-BB-F3-18890,2019-03-22 04:04:00,0.693004,0.600983
BC-BB-F3-18890,2019-03-22 04:05:00,0.693888,0.602686
BC-BB-F3-18890,2019-03-22 04:06:00,0.694767,0.60424
BC-BB-F3-18890,2019-03-22 04:07:00,0.695632,0.605633
BC-BB-F3-18890,2019-03-22 04:08:00,0.696501,0.606883
BC-BB-F3-18890,2019-03-22 04:09:00,0.697408,0.60802
BC-BB-F3-18890,2019-03-22 04:10:00,0.698384,0.609078
BC-BB-F3-18890,2019-03-22 04:11:00,0.699455,0.610088
BC-BB-F3-18890,2019-03-22 04:12:00,0.700644,0.61108
BC-BB-F3-18890,2019-03-22 04:13:00,0.70197,0.612086
BC-BB-F3-18890,2019-03-22 04:14:00,0.703447,0.613131
BC-BB-F3-18890,2019-03-22 04:15:00,0.705083,0.61424
BC-BB-F3-18890,2019-03-22 04:16:00,0.70688,0.615435
BC-BB-F3-18890,2019-03-22 04:17:00,0.708831,0.616725
BC-BB-F3-18890,2019-03-22 04:18:00,0.710922,0.618113
BC-BB-F3-18890,2019-03-22 04:19:00,0.713136,0.61959
BC-BB-F3-18890,2019-03-22 04:20:00,0.715446,0.621151
BC-BB-F3-18890,2019-03-22 04:21:00,0.717823,0.622803
BC-BB-F3-18890,2019-03-22 04:22:00,0.720249,0.624598
BC-BB-F3-18890,2019-03-22 04:23:00,0.722705,0.626632
BC-BB-F3-18890,2019-03-22 04:24:00,0.725165,0.628995
BC-BB-F3-18890,2019-03-22 04:25:00,0.727614,0.63175
BC-BB-F3-18890,2019-03-22 04:26:00,0.730049,0.634911
BC-BB-F3-18890,2019-03-22 04:27:00,0.732477,0.638417
BC-BB-F3-18890,2019-03-22 04:28:00,0.734912,0.642145
BC-BB-F3-18890,2019-03-22 04:29:00,0.737367,0.646
BC-BB-F3-18890,2019-03-22 04:30:00,0.739841,0.649911
BC-BB-F3-18890,2019-03-22 04:31:00,0.742312,0.653701
BC-BB-F3-18890,2019-03-22 04:32:00,0.744748,0.657293
BC-BB-F3-18890,2019-03-22 04:33:00,0.747131,0.660693
BC-BB-F3-18890,2019-03-22 04:34:00,0.749428,0.66393
BC-BB-F3-18890,2019-03-22 04:35:00,0.751627,0.667028
BC-BB-F3-18890,2019-03-22 04:36:00,0.753734,0.670012
BC-BB-F3-18890,2019-03-22 04:37:00,0.75576,0.672884
BC-BB-F3-18890,2019-03-22 04:38:00,0.757724,0.675627
BC-BB-F3-18890,2019-03-22 04:39:00,0.759629,0.67823
BC-BB-F3-18890,2019-03-22 04:40:00,0.761456,0.680686
BC-BB-F3-18890,2019-03-22 04:41:00,0.763194,0.682985
BC-BB-F3-18890,2019-03-22 04:42:00,0.764826,0.685088
BC-BB-F3-18890,2019-03-22 04:43:00,0.766343,0.686939
BC-BB-F3-18890,2019-03-22 04:44:00,0.767746,0.688482
BC-BB-F3-18890,2019-03-22 04:45:00,0.769033,0.689656
BC-BB-F3-18890,2019-03-22 04:46:00,0.770171,0.69045
BC-BB-F3-18890,2019-03-22 04:47:00,0.771146,0.690927
BC-BB-F3-18890,2019-03-22 04:48:00,0.771937,0.691201
BC-BB-F3-18890,2019-03-22 04:49:00,0.772531,0.69139
BC-BB-F3-18890,2019-03-22 04:50:00,0.772933,0.69158
BC-BB-F3-18890,2019-03-22 04:51:00,0.773169,0.691823
BC-BB-F3-18890,2019-03-22 04:52:00,0.773288,0.692168
BC-BB-F3-18890,2019-03-22 04:53:00,0.773332,0.692676
BC-BB-F3-18890,2019-03-22 04:54:00,0.773331,0.693404
BC-BB-F3-18890,2019-03-22 04:55:00,0.773313,0.694391
BC-BB-F3-18890,2019-03-22 04:56:00,0.773309,0.695633
BC-BB-F3-18890,2019-03-22 04:57:00,0.773345,0.697058
BC-BB-F3-18890,2019-03-22 04:58:00,0.773449,0.698547
BC-BB-F3-18890,2019-03-22 04:59:00,0.77365,0.699983
BC-BB-F3-18890,2019-03-22 05:00:00,0.773955,0.701279
BC-BB-F3-18890,2019-03-22 05:01:00,0.774353,0.702399
BC-BB-F3-18890,2019-03-22 05:02:00,0.774826,0.703352
BC-BB-F3-18890,2019-03-22 05:03:00,0.775345,0.70418
BC-BB-F3-18890,2019-03-22 05:04:00,0.775889,0.704928
BC-BB-F3-18890,2019-03-22 05:05:00,0.776448,0.705638
BC-BB-F3-18890,2019-03-22 05:06:00,0.777023,0.70634
BC-BB-F3-18890,2019-03-22 05:07:00,0.777613,0.707048
BC-BB-F3-18890,2019-03-22 05:08:00,0.778217,0.707766
BC-BB-F3-18890,2019-03-22 05:09:00,0.778834,0.708488
BC-BB-F3-18890,2019-03-22 05:10:00,0.779458,0.709209
BC-BB-F3-18890,2019-03-22 05:11:00,0.780081,0.709923
BC-BB-F3-18890,2019-03-22 05:12:00,0.78069,0.710626
BC-BB-F3-18890,2019-03-22 05:13:00,0.781277,0.71131
BC-BB-F3-18890,2019-03-22 05:14:00,0.781834,0.711967
BC-BB-F3-18890,2019-03-22 05:15:00,0.782357,0.71259
BC-BB-F3-18890,2019-03-22 05:16:00,0.782844,0.713183
BC-BB-F3-18890,2019-03-22 05:17:00,0.783309,0.713791
BC-BB-F3-18890,2019-03-22 05:18:00,0.78376,0.7145
BC-BB-F3-18890,2019-03-22 05:19:00,0.784205,0.715396
BC-BB-F3-18890,2019-03-22 05:20:00,0.784663,0.71654
BC-BB-F3-18890,2019-03-22 05:21:00,0.785166,0.717945
BC-BB-F3-18890,2019-03-22 05:22:00,0.785745,0.71955
BC-BB-F3-18890,2019-03-22 05:23:00,0.786439,0.721249
BC-BB-F3-18890,2019-03-22 05:24:00,0.787276,0.722932
BC-BB-F3-18890,2019-03-22 05:25:00,0.788261,0.724518
BC-BB-F3-18890,2019-03-22 05:26:00,0.78937,0.725973
BC-BB-F3-18890,2019-03-22 05:27:00,0.790551,0.727294
BC-BB-F3-18890,2019-03-22 05:28:00,0.791771,0.728499
BC-BB-F3-18890,2019-03-22 05:29:00,0.793011,0.729609
BC-BB-F3-18890,2019-03-22 05:30:00,0.794259,0.730645
BC-BB-F3-18890,2019-03-22 05:31:00,0.79551,0.731625
BC-BB-F3-18890,2019-03-22 05:32:00,0.79674,0.732525
BC-BB-F3-18890,2019-03-22 05:33:00,0.797931,0.733283
BC-BB-F3-18890,2019-03-22 05:34:00,0.799071,0.733829
BC-BB-F3-18890,2019-03-22 05:35:00,0.800138,0.734113
BC-BB-F3-18890,2019-03-22 05:36:00,0.80111,0.734136
BC-BB-F3-18890,2019-03-22 05:37:00,0.801978,0.734032
BC-BB-F3-18890,2019-03-22 05:38:00,0.802735,0.734047
BC-BB-F3-18890,2019-03-22 05:39:00,0.803399,0.734432
BC-BB-F3-18890,2019-03-22 05:40:00,0.803995,0.735365
BC-BB-F3-18890,2019-03-22 05:41:00,0.804589,0.736895
BC-BB-F3-18890,2019-03-22 05:42:00,0.805261,0.738873
BC-BB-F3-18890,2019-03-22 05:43:00,0.806098,0.740992
BC-BB-F3-18890,2019-03-22 05:44:00,0.807156,0.74296
BC-BB-F3-18890,2019-03-22 05:45:00,0.808434,0.744565
BC-BB-F3-18890,2019-03-22 05:46:00,0.809876,0.745725
BC-BB-F3-18890,2019-03-22 05:47:00,0.811411,0.746481
BC-BB-F3-18890,2019-03-22 05:48:00,0.812975,0.74696
BC-BB-F3-18890,2019-03-22 05:49:00,0.814534,0.747289
BC-BB-F3-18890,2019-03-22 05:50:00,0.816087,0.74757
BC-BB-F3-18890,2019-03-22 05:51:00,0.817656,0.747871
BC-BB-F3-18890,2019-03-22 05:52:00,0.819275,0.748258
BC-BB-F3-18890,2019-03-22 05:53:00,0.820962,0.748805
BC-BB-F3-18890,2019-03-22 05:54:00,0.822718,0.749577
BC-BB-F3-18890,2019-03-22 05:55:00,0.824542,0.750611
BC-BB-F3-18890,2019-03-22 05:56:00,0.826444,0.751901
BC-BB-F3-18890,2019-03-22 05:57:00,0.828431,0.753383
BC-BB-F3-18890,2019-03-22 05:58:00,0.830504,0.754964
BC-BB-F3-18890,2019-03-22 05:59:00,0.832659,0.75656
BC-BB-F3-18890,2019-03-22 06:00:00,0.834879,0.758104
BC-BB-F3-18890,2019-03-22 06:01:00,0.837139,0.759558
BC-BB-F3-18890,2019-03-22 06:02:00,0.839426,0.760914
BC-BB-F3-18890,2019-03-22 06:03:00,0.841738,0.762181
BC-BB-F3-18890,2019-03-22 06:04:00,0.844071,0.763377
BC-BB-F3-18890,2019-03-22 06:05:00,0.846422,0.764517
BC-BB-F3-18890,2019-03-22 06:06:00,0.848773,0.765617
BC-BB-F3-18890,2019-03-22 06:07:00,0.851102,0.76669
BC-BB-F3-18890,2019-03-22 06:08:00,0.853389,0.767737
BC-BB-F3-18890,2019-03-22 06:09:00,0.855623,0.768758
BC-BB-F3-18890,2019-03-22 06:10:00,0.857798,0.769754
BC-BB-F3-18890,2019-03-22 06:11:00,0.859899,0.770729
BC-BB-F3-18890,2019-03-22 06:12:00,0.861911,0.771692
BC-BB-F3-18890,2019-03-22 06:13:00,0.863825,0.772623
BC-BB-F3-18890,2019-03-22 06:14:00,0.86562,0.773508
BC-BB-F3-18890,2019-03-22 06:15:00,0.867289,0.774344
BC-BB-F3-18890,2019-03-22 06:16:00,0.868843,0.775134
BC-BB-F3-18890,2019-03-22 06:17:00,0.870306,0.775934
BC-BB-F3-18890,2019-03-22 06:18:00,0.871686,0.776843
BC-BB-F3-18890,2019-03-22 06:19:00,0.872991,0.77796
BC-BB-F3-18890,2019-03-22 06:20:00,0.87425,0.779347
BC-BB-F3-18890,2019-03-22 06:21:00,0.875503,0.781005
BC-BB-F3-18890,2019-03-22 06:22:00,0.876788,0.782854
BC-BB-F3-18890,2019-03-22 06:23:00,0.878142,0.784766
BC-BB-F3-18890,2019-03-22 06:24:00,0.879579,0.786621
BC-BB-F3-18890,2019-03-22 06:25:00,0.881091,0.788337
BC-BB-F3-18890,2019-03-22 06:26:00,0.882649,0.789889
BC-BB-F3-18890,2019-03-22 06:27:00,0.884217,0.791271
BC-BB-F3-18890,2019-03-22 06:28:00,0.885768,0.792496
BC-BB-F3-18890,2019-03-22 06:29:00,0.88729,0.793615
BC-BB-F3-18890,2019-03-22 06:30:00,0.888782,0.794669
BC-BB-F3-18890,2019-03-22 06:31:00,0.890245,0.795686
BC-BB-F3-18890,2019-03-22 06:32:00,0.891659,0.796644
BC-BB-F3-18890,2019-03-22 06:33:00,0.893013,0.797484
BC-BB-F3-18890,2019-03-22 06:34:00,0.894296,0.798145
BC-BB-F3-18890,2019-03-22 06:35:00,0.895496,0.79859
BC-BB-F3-18890,2019-03-22 06:36:00,0.896596,0.798833
BC-BB-F3-18890,2019-03-22 06:37:00,0.897606,0.79902
BC-BB-F3-18890,2019-03-22 06:38:00,0.898527,0.799397
BC-BB-F3-18890,2019-03-22 06:39:00,0.899376,0.800203
