id,time,flow_sim1,flow_sim2
BC-BB-F3-17300-0101,2019-03-22 00:01:00,0.0,0.0
BC-BB-F3-17300-0101,2019-03-22 00:02:00,0.0,0.0
BC-BB-F3-17300-0101,2019-03-22 00:03:00,0.0,0.0
BC-BB-F3-17300-0101,2019-03-22 00:04:00,0.0,0.0
BC-BB-F3-17300-0101,2019-03-22 00:05:00,0.0,0.0
BC-BB-F3-17300-0101,2019-03-22 00:06:00,0.0,0.0
BC-BB-F3-17300-0101,2019-03-22 00:07:00,0.0,0.000226
BC-BB-F3-17300-0101,2019-03-22 00:08:00,0.0,0.000756
BC-BB-F3-17300-0101,2019-03-22 00:09:00,0.0,0.001923
BC-BB-F3-17300-0101,2019-03-22 00:10:00,0.0,0.003946
BC-BB-F3-17300-0101,2019-03-22 00:11:00,0.0,0.007125
BC-BB-F3-17300-0101,2019-03-22 00:12:00,0.0,0.0117
BC-BB-F3-17300-0101,2019-03-22 00:13:00,0.0,0.017726
BC-BB-F3-17300-0101,2019-03-22 00:14:00,0.0,0.025066
BC-BB-F3-17300-0101,2019-03-22 00:15:00,0.0,0.033585
BC-BB-F3-17300-0101,2019-03-22 00:16:00,0.0,0.043264
BC-BB-F3-17300-0101,2019-03-22 00:17:00,0.0,0.053627
BC-BB-F3-17300-0101,2019-03-22 00:18:00,0.0,0.065096
BC-BB-F3-17300-0101,2019-03-22 00:19:00,0.0,0.077904
BC-BB-F3-17300-0101,2019-03-22 00:20:00,0.0,0.092113
BC-BB-F3-17300-0101,2019-03-22 00:21:00,0.0,0.10746
BC-BB-F3-17300-0101,2019-03-22 00:22:00,0.0,0.123401
BC-BB-F3-17300-0101,2019-03-22 00:23:00,0.0,0.139396
BC-BB-F3-17300-0101,2019-03-22 00:24:00,0.000115,0.15506
BC-BB-F3-17300-0101,2019-03-22 00:25:00,0.00016,0.170187
BC-BB-F3-17300-0101,2019-03-22 00:26:00,0.000223,0.18466
BC-BB-F3-17300-0101,2019-03-22 00:27:00,0.000306,0.198254
BC-BB-F3-17300-0101,2019-03-22 00:28:00,0.000399,0.210832
BC-BB-F3-17300-0101,2019-03-22 00:29:00,0.000518,0.222349
BC-BB-F3-17300-0101,2019-03-22 00:30:00,0.00063,0.232803
BC-BB-F3-17300-0101,2019-03-22 00:31:00,0.000808,0.242174
BC-BB-F3-17300-0101,2019-03-22 00:32:00,0.001006,0.250273
BC-BB-F3-17300-0101,2019-03-22 00:33:00,0.001235,0.25702
BC-BB-F3-17300-0101,2019-03-22 00:34:00,0.0015,0.262436
BC-BB-F3-17300-0101,2019-03-22 00:35:00,0.001806,0.266621
BC-BB-F3-17300-0101,2019-03-22 00:36:00,0.002162,0.269762
BC-BB-F3-17300-0101,2019-03-22 00:37:00,0.002582,0.272236
BC-BB-F3-17300-0101,2019-03-22 00:38:00,0.003084,0.27437
BC-BB-F3-17300-0101,2019-03-22 00:39:00,0.003701,0.276398
BC-BB-F3-17300-0101,2019-03-22 00:40:00,0.004499,0.278481
BC-BB-F3-17300-0101,2019-03-22 00:41:00,0.005622,0.280652
BC-BB-F3-17300-0101,2019-03-22 00:42:00,0.007329,0.282652
BC-BB-F3-17300-0101,2019-03-22 00:43:00,0.00994,0.28427
BC-BB-F3-17300-0101,2019-03-22 00:44:00,0.013788,0.285392
BC-BB-F3-17300-0101,2019-03-22 00:45:00,0.01928,0.285964
BC-BB-F3-17300-0101,2019-03-22 00:46:00,0.027233,0.286037
BC-BB-F3-17300-0101,2019-03-22 00:47:00,0.039545,0.285928
BC-BB-F3-17300-0101,2019-03-22 00:48:00,0.055784,0.2859
BC-BB-F3-17300-0101,2019-03-22 00:49:00,0.071427,0.286123
BC-BB-F3-17300-0101,2019-03-22 00:50:00,0.082455,0.286702
BC-BB-F3-17300-0101,2019-03-22 00:51:00,0.089368,0.287667
BC-BB-F3-17300-0101,2019-03-22 00:52:00,0.093918,0.28893
BC-BB-F3-17300-0101,2019-03-22 00:53:00,0.097412,0.290392
BC-BB-F3-17300-0101,2019-03-22 00:54:00,0.100702,0.291975
BC-BB-F3-17300-0101,2019-03-22 00:55:00,0.104574,0.293614
BC-BB-F3-17300-0101,2019-03-22 00:56:00,0.10973,0.295252
BC-BB-F3-17300-0101,2019-03-22 00:57:00,0.116712,0.296824
BC-BB-F3-17300-0101,2019-03-22 00:58:00,0.125831,0.298295
BC-BB-F3-17300-0101,2019-03-22 00:59:00,0.136483,0.299661
BC-BB-F3-17300-0101,2019-03-22 01:00:00,0.147072,0.300934
BC-BB-F3-17300-0101,2019-03-22 01:01:00,0.156225,0.302132
BC-BB-F3-17300-0101,2019-03-22 01:02:00,0.163644,0.303247
BC-BB-F3-17300-0101,2019-03-22 01:03:00,0.169784,0.304284
BC-BB-F3-17300-0101,2019-03-22 01:04:00,0.175279,0.305255
BC-BB-F3-17300-0101,2019-03-22 01:05:00,0.180637,0.306173
BC-BB-F3-17300-0101,2019-03-22 01:06:00,0.186205,0.307175
BC-BB-F3-17300-0101,2019-03-22 01:07:00,0.192225,0.308964
BC-BB-F3-17300-0101,2019-03-22 01:08:00,0.19871,0.312185
BC-BB-F3-17300-0101,2019-03-22 01:09:00,0.205689,0.31686
BC-BB-F3-17300-0101,2019-03-22 01:10:00,0.21311,0.322924
BC-BB-F3-17300-0101,2019-03-22 01:11:00,0.220787,0.330897
BC-BB-F3-17300-0101,2019-03-22 01:12:00,0.228471,0.343342
BC-BB-F3-17300-0101,2019-03-22 01:13:00,0.235996,0.362194
BC-BB-F3-17300-0101,2019-03-22 01:14:00,0.243335,0.38848
BC-BB-F3-17300-0101,2019-03-22 01:15:00,0.250573,0.42259
BC-BB-F3-17300-0101,2019-03-22 01:16:00,0.257906,0.464941
BC-BB-F3-17300-0101,2019-03-22 01:17:00,0.265625,0.512666
BC-BB-F3-17300-0101,2019-03-22 01:18:00,0.274098,0.564507
BC-BB-F3-17300-0101,2019-03-22 01:19:00,0.283765,0.618754
BC-BB-F3-17300-0101,2019-03-22 01:20:00,0.295196,0.675019
BC-BB-F3-17300-0101,2019-03-22 01:21:00,0.309164,0.732945
BC-BB-F3-17300-0101,2019-03-22 01:22:00,0.327412,0.790076
BC-BB-F3-17300-0101,2019-03-22 01:23:00,0.350377,0.846293
BC-BB-F3-17300-0101,2019-03-22 01:24:00,0.379797,0.901243
BC-BB-F3-17300-0101,2019-03-22 01:25:00,0.417067,0.954679
BC-BB-F3-17300-0101,2019-03-22 01:26:00,0.461265,1.006263
BC-BB-F3-17300-0101,2019-03-22 01:27:00,0.510709,1.054347
BC-BB-F3-17300-0101,2019-03-22 01:28:00,0.564552,1.098011
BC-BB-F3-17300-0101,2019-03-22 01:29:00,0.621209,1.136692
BC-BB-F3-17300-0101,2019-03-22 01:30:00,0.680183,1.170639
BC-BB-F3-17300-0101,2019-03-22 01:31:00,0.741603,1.200358
BC-BB-F3-17300-0101,2019-03-22 01:32:00,0.802784,1.224882
BC-BB-F3-17300-0101,2019-03-22 01:33:00,0.863573,1.242272
BC-BB-F3-17300-0101,2019-03-22 01:34:00,0.92214,1.253402
BC-BB-F3-17300-0101,2019-03-22 01:35:00,0.977949,1.259435
BC-BB-F3-17300-0101,2019-03-22 01:36:00,1.031964,1.262029
BC-BB-F3-17300-0101,2019-03-22 01:37:00,1.083611,1.264065
BC-BB-F3-17300-0101,2019-03-22 01:38:00,1.132264,1.267639
BC-BB-F3-17300-0101,2019-03-22 01:39:00,1.177522,1.274124
BC-BB-F3-17300-0101,2019-03-22 01:40:00,1.220029,1.286795
BC-BB-F3-17300-0101,2019-03-22 01:41:00,1.259344,1.311749
BC-BB-F3-17300-0101,2019-03-22 01:42:00,1.295257,1.35426
BC-BB-F3-17300-0101,2019-03-22 01:43:00,1.328636,1.415122
BC-BB-F3-17300-0101,2019-03-22 01:44:00,1.361118,1.482494
BC-BB-F3-17300-0101,2019-03-22 01:45:00,1.392973,1.540536
BC-BB-F3-17300-0101,2019-03-22 01:46:00,1.423803,1.585347
BC-BB-F3-17300-0101,2019-03-22 01:47:00,1.453304,1.619925
BC-BB-F3-17300-0101,2019-03-22 01:48:00,1.480867,1.648237
BC-BB-F3-17300-0101,2019-03-22 01:49:00,1.505947,1.673175
BC-BB-F3-17300-0101,2019-03-22 01:50:00,1.528604,1.696161
BC-BB-F3-17300-0101,2019-03-22 01:51:00,1.549202,1.717415
BC-BB-F3-17300-0101,2019-03-22 01:52:00,1.568922,1.736215
BC-BB-F3-17300-0101,2019-03-22 01:53:00,1.588218,1.752165
BC-BB-F3-17300-0101,2019-03-22 01:54:00,1.607163,1.76552
BC-BB-F3-17300-0101,2019-03-22 01:55:00,1.626114,1.776901
BC-BB-F3-17300-0101,2019-03-22 01:56:00,1.645052,1.786809
BC-BB-F3-17300-0101,2019-03-22 01:57:00,1.663823,1.795368
BC-BB-F3-17300-0101,2019-03-22 01:58:00,1.682213,1.80274
BC-BB-F3-17300-0101,2019-03-22 01:59:00,1.699833,1.809166
BC-BB-F3-17300-0101,2019-03-22 02:00:00,1.71647,1.814893
BC-BB-F3-17300-0101,2019-03-22 02:01:00,1.732094,1.820109
BC-BB-F3-17300-0101,2019-03-22 02:02:00,1.746772,1.824833
BC-BB-F3-17300-0101,2019-03-22 02:03:00,1.760478,1.82907
BC-BB-F3-17300-0101,2019-03-22 02:04:00,1.773239,1.832863
BC-BB-F3-17300-0101,2019-03-22 02:05:00,1.785112,1.836287
BC-BB-F3-17300-0101,2019-03-22 02:06:00,1.79616,1.839395
BC-BB-F3-17300-0101,2019-03-22 02:07:00,1.806568,1.842182
BC-BB-F3-17300-0101,2019-03-22 02:08:00,1.816319,1.844651
BC-BB-F3-17300-0101,2019-03-22 02:09:00,1.825251,1.846835
BC-BB-F3-17300-0101,2019-03-22 02:10:00,1.833507,1.848777
BC-BB-F3-17300-0101,2019-03-22 02:11:00,1.841169,1.850513
BC-BB-F3-17300-0101,2019-03-22 02:12:00,1.848287,1.852046
BC-BB-F3-17300-0101,2019-03-22 02:13:00,1.854896,1.853391
BC-BB-F3-17300-0101,2019-03-22 02:14:00,1.861026,1.854571
BC-BB-F3-17300-0101,2019-03-22 02:15:00,1.866709,1.85561
BC-BB-F3-17300-0101,2019-03-22 02:16:00,1.871977,1.856916
BC-BB-F3-17300-0101,2019-03-22 02:17:00,1.876884,1.860352
BC-BB-F3-17300-0101,2019-03-22 02:18:00,1.881554,1.867158
BC-BB-F3-17300-0101,2019-03-22 02:19:00,1.886177,1.877325
BC-BB-F3-17300-0101,2019-03-22 02:20:00,1.890989,1.890128
BC-BB-F3-17300-0101,2019-03-22 02:21:00,1.896275,1.904548
BC-BB-F3-17300-0101,2019-03-22 02:22:00,1.902365,1.918995
BC-BB-F3-17300-0101,2019-03-22 02:23:00,1.909568,1.932438
BC-BB-F3-17300-0101,2019-03-22 02:24:00,1.918058,1.944719
BC-BB-F3-17300-0101,2019-03-22 02:25:00,1.927798,1.956145
BC-BB-F3-17300-0101,2019-03-22 02:26:00,1.938551,1.966586
BC-BB-F3-17300-0101,2019-03-22 02:27:00,1.949937,1.973665
BC-BB-F3-17300-0101,2019-03-22 02:28:00,1.961462,1.97574
BC-BB-F3-17300-0101,2019-03-22 02:29:00,1.972613,1.97294
BC-BB-F3-17300-0101,2019-03-22 02:30:00,1.982937,1.966438
BC-BB-F3-17300-0101,2019-03-22 02:31:00,1.992021,1.957679
BC-BB-F3-17300-0101,2019-03-22 02:32:00,1.999439,1.948391
BC-BB-F3-17300-0101,2019-03-22 02:33:00,2.004794,1.939686
BC-BB-F3-17300-0101,2019-03-22 02:34:00,2.007881,1.931742
BC-BB-F3-17300-0101,2019-03-22 02:35:00,2.008793,1.924299
BC-BB-F3-17300-0101,2019-03-22 02:36:00,2.007868,1.917547
BC-BB-F3-17300-0101,2019-03-22 02:37:00,2.005597,1.913987
BC-BB-F3-17300-0101,2019-03-22 02:38:00,2.002566,1.915313
BC-BB-F3-17300-0101,2019-03-22 02:39:00,1.999354,1.921448
BC-BB-F3-17300-0101,2019-03-22 02:40:00,1.996473,1.931265
BC-BB-F3-17300-0101,2019-03-22 02:41:00,1.994388,1.94287
BC-BB-F3-17300-0101,2019-03-22 02:42:00,1.993544,1.952057
BC-BB-F3-17300-0101,2019-03-22 02:43:00,1.994278,1.956051
BC-BB-F3-17300-0101,2019-03-22 02:44:00,1.996723,1.954709
BC-BB-F3-17300-0101,2019-03-22 02:45:00,2.000782,1.949312
BC-BB-F3-17300-0101,2019-03-22 02:46:00,2.006138,1.941543
BC-BB-F3-17300-0101,2019-03-22 02:47:00,2.012209,1.933352
BC-BB-F3-17300-0101,2019-03-22 02:48:00,2.018248,1.926003
BC-BB-F3-17300-0101,2019-03-22 02:49:00,2.023645,1.919748
BC-BB-F3-17300-0101,2019-03-22 02:50:00,2.028083,1.914349
BC-BB-F3-17300-0101,2019-03-22 02:51:00,2.03134,1.909857
BC-BB-F3-17300-0101,2019-03-22 02:52:00,2.033311,1.908117
BC-BB-F3-17300-0101,2019-03-22 02:53:00,2.0342,1.910365
BC-BB-F3-17300-0101,2019-03-22 02:54:00,2.034436,1.916482
BC-BB-F3-17300-0101,2019-03-22 02:55:00,2.034479,1.925552
BC-BB-F3-17300-0101,2019-03-22 02:56:00,2.034786,1.936385
BC-BB-F3-17300-0101,2019-03-22 02:57:00,2.035839,1.94724
BC-BB-F3-17300-0101,2019-03-22 02:58:00,2.038093,1.95697
BC-BB-F3-17300-0101,2019-03-22 02:59:00,2.041803,1.965419
BC-BB-F3-17300-0101,2019-03-22 03:00:00,2.046925,1.972941
BC-BB-F3-17300-0101,2019-03-22 03:01:00,2.053174,1.97992
BC-BB-F3-17300-0101,2019-03-22 03:02:00,2.060138,1.98631
BC-BB-F3-17300-0101,2019-03-22 03:03:00,2.067389,1.992055
BC-BB-F3-17300-0101,2019-03-22 03:04:00,2.07461,1.997236
BC-BB-F3-17300-0101,2019-03-22 03:05:00,2.081632,2.002023
BC-BB-F3-17300-0101,2019-03-22 03:06:00,2.088395,2.006546
BC-BB-F3-17300-0101,2019-03-22 03:07:00,2.094867,2.010744
BC-BB-F3-17300-0101,2019-03-22 03:08:00,2.101021,2.014565
BC-BB-F3-17300-0101,2019-03-22 03:09:00,2.106819,2.018015
BC-BB-F3-17300-0101,2019-03-22 03:10:00,2.112253,2.021154
BC-BB-F3-17300-0101,2019-03-22 03:11:00,2.117351,2.024071
BC-BB-F3-17300-0101,2019-03-22 03:12:00,2.122131,2.026961
BC-BB-F3-17300-0101,2019-03-22 03:13:00,2.126608,2.029964
BC-BB-F3-17300-0101,2019-03-22 03:14:00,2.130805,2.033097
BC-BB-F3-17300-0101,2019-03-22 03:15:00,2.134763,2.036301
BC-BB-F3-17300-0101,2019-03-22 03:16:00,2.138537,2.039438
BC-BB-F3-17300-0101,2019-03-22 03:17:00,2.142185,2.042098
BC-BB-F3-17300-0101,2019-03-22 03:18:00,2.145745,2.044012
BC-BB-F3-17300-0101,2019-03-22 03:19:00,2.149219,2.045197
BC-BB-F3-17300-0101,2019-03-22 03:20:00,2.152579,2.045819
BC-BB-F3-17300-0101,2019-03-22 03:21:00,2.155766,2.046075
BC-BB-F3-17300-0101,2019-03-22 03:22:00,2.158705,2.046169
BC-BB-F3-17300-0101,2019-03-22 03:23:00,2.161321,2.046235
BC-BB-F3-17300-0101,2019-03-22 03:24:00,2.163573,2.046313
BC-BB-F3-17300-0101,2019-03-22 03:25:00,2.165469,2.046389
BC-BB-F3-17300-0101,2019-03-22 03:26:00,2.167058,2.046442
BC-BB-F3-17300-0101,2019-03-22 03:27:00,2.168406,2.046473
BC-BB-F3-17300-0101,2019-03-22 03:28:00,2.169749,2.046491
BC-BB-F3-17300-0101,2019-03-22 03:29:00,2.17149,2.046495
BC-BB-F3-17300-0101,2019-03-22 03:30:00,2.173648,2.04648
BC-BB-F3-17300-0101,2019-03-22 03:31:00,2.176032,2.046441
BC-BB-F3-17300-0101,2019-03-22 03:32:00,2.178547,2.046386
BC-BB-F3-17300-0101,2019-03-22 03:33:00,2.181163,2.046323
BC-BB-F3-17300-0101,2019-03-22 03:34:00,2.18385,2.046258
BC-BB-F3-17300-0101,2019-03-22 03:35:00,2.186568,2.04619
BC-BB-F3-17300-0101,2019-03-22 03:36:00,2.189273,2.046558
BC-BB-F3-17300-0101,2019-03-22 03:37:00,2.19195,2.049543
BC-BB-F3-17300-0101,2019-03-22 03:38:00,2.194683,2.056615
BC-BB-F3-17300-0101,2019-03-22 03:39:00,2.19765,2.067694
BC-BB-F3-17300-0101,2019-03-22 03:40:00,2.201115,2.081851
BC-BB-F3-17300-0101,2019-03-22 03:41:00,2.205415,2.097754
BC-BB-F3-17300-0101,2019-03-22 03:42:00,2.210953,2.11309
BC-BB-F3-17300-0101,2019-03-22 03:43:00,2.218076,2.126322
BC-BB-F3-17300-0101,2019-03-22 03:44:00,2.226893,2.137327
BC-BB-F3-17300-0101,2019-03-22 03:45:00,2.237191,2.146707
BC-BB-F3-17300-0101,2019-03-22 03:46:00,2.248538,2.154701
BC-BB-F3-17300-0101,2019-03-22 03:47:00,2.260422,2.159464
BC-BB-F3-17300-0101,2019-03-22 03:48:00,2.272076,2.159712
BC-BB-F3-17300-0101,2019-03-22 03:49:00,2.28283,2.15569
BC-BB-F3-17300-0101,2019-03-22 03:50:00,2.292225,2.148447
BC-BB-F3-17300-0101,2019-03-22 03:51:00,2.299927,2.13928
BC-BB-F3-17300-0101,2019-03-22 03:52:00,2.305589,2.130008
BC-BB-F3-17300-0101,2019-03-22 03:53:00,2.308902,2.121819
BC-BB-F3-17300-0101,2019-03-22 03:54:00,2.309824,2.114822
BC-BB-F3-17300-0101,2019-03-22 03:55:00,2.308639,2.108616
BC-BB-F3-17300-0101,2019-03-22 03:56:00,2.305836,2.103235
BC-BB-F3-17300-0101,2019-03-22 03:57:00,2.302002,2.100899
BC-BB-F3-17300-0101,2019-03-22 03:58:00,2.297781,2.103161
BC-BB-F3-17300-0101,2019-03-22 03:59:00,2.293897,2.109865
BC-BB-F3-17300-0101,2019-03-22 04:00:00,2.292104,2.119933
BC-BB-F3-17300-0101,2019-03-22 04:01:00,2.295972,2.131924
BC-BB-F3-17300-0101,2019-03-22 04:02:00,2.307025,2.143587
BC-BB-F3-17300-0101,2019-03-22 04:03:00,2.321549,2.153449
BC-BB-F3-17300-0101,2019-03-22 04:04:00,2.334814,2.161399
BC-BB-F3-17300-0101,2019-03-22 04:05:00,2.345409,2.168004
BC-BB-F3-17300-0101,2019-03-22 04:06:00,2.354367,2.173862
BC-BB-F3-17300-0101,2019-03-22 04:07:00,2.362707,2.179151
BC-BB-F3-17300-0101,2019-03-22 04:08:00,2.370849,2.183925
BC-BB-F3-17300-0101,2019-03-22 04:09:00,2.378825,2.188286
BC-BB-F3-17300-0101,2019-03-22 04:10:00,2.386471,2.192362
BC-BB-F3-17300-0101,2019-03-22 04:11:00,2.393592,2.196282
BC-BB-F3-17300-0101,2019-03-22 04:12:00,2.40011,2.200199
BC-BB-F3-17300-0101,2019-03-22 04:13:00,2.406033,2.204203
BC-BB-F3-17300-0101,2019-03-22 04:14:00,2.411429,2.20828
BC-BB-F3-17300-0101,2019-03-22 04:15:00,2.416408,2.212374
BC-BB-F3-17300-0101,2019-03-22 04:16:00,2.421084,2.216349
BC-BB-F3-17300-0101,2019-03-22 04:17:00,2.425555,2.219759
BC-BB-F3-17300-0101,2019-03-22 04:18:00,2.429878,2.222316
BC-BB-F3-17300-0101,2019-03-22 04:19:00,2.434066,2.224041
BC-BB-F3-17300-0101,2019-03-22 04:20:00,2.438091,2.225118
BC-BB-F3-17300-0101,2019-03-22 04:21:00,2.441882,2.22622
BC-BB-F3-17300-0101,2019-03-22 04:22:00,2.445375,2.229834
BC-BB-F3-17300-0101,2019-03-22 04:23:00,2.448618,2.237628
BC-BB-F3-17300-0101,2019-03-22 04:24:00,2.451817,2.249507
BC-BB-F3-17300-0101,2019-03-22 04:25:00,2.455333,2.264475
BC-BB-F3-17300-0101,2019-03-22 04:26:00,2.45966,2.281127
BC-BB-F3-17300-0101,2019-03-22 04:27:00,2.465383,2.297044
BC-BB-F3-17300-0101,2019-03-22 04:28:00,2.472988,2.310663
BC-BB-F3-17300-0101,2019-03-22 04:29:00,2.482566,2.321937
BC-BB-F3-17300-0101,2019-03-22 04:30:00,2.49376,2.331555
BC-BB-F3-17300-0101,2019-03-22 04:31:00,2.505966,2.340237
BC-BB-F3-17300-0101,2019-03-22 04:32:00,2.518478,2.348362
BC-BB-F3-17300-0101,2019-03-22 04:33:00,2.530658,2.35611
BC-BB-F3-17300-0101,2019-03-22 04:34:00,2.542172,2.363572
BC-BB-F3-17300-0101,2019-03-22 04:35:00,2.553026,2.370801
BC-BB-F3-17300-0101,2019-03-22 04:36:00,2.563217,2.377778
BC-BB-F3-17300-0101,2019-03-22 04:37:00,2.572839,2.384218
BC-BB-F3-17300-0101,2019-03-22 04:38:00,2.582187,2.389922
BC-BB-F3-17300-0101,2019-03-22 04:39:00,2.591039,2.39491
BC-BB-F3-17300-0101,2019-03-22 04:40:00,2.5993,2.399318
BC-BB-F3-17300-0101,2019-03-22 04:41:00,2.60709,2.402813
BC-BB-F3-17300-0101,2019-03-22 04:42:00,2.614374,2.403039
BC-BB-F3-17300-0101,2019-03-22 04:43:00,2.620959,2.398457
BC-BB-F3-17300-0101,2019-03-22 04:44:00,2.626566,2.389352
BC-BB-F3-17300-0101,2019-03-22 04:45:00,2.630874,2.37684
BC-BB-F3-17300-0101,2019-03-22 04:46:00,2.633474,2.362334
BC-BB-F3-17300-0101,2019-03-22 04:47:00,2.633849,2.348045
BC-BB-F3-17300-0101,2019-03-22 04:48:00,2.631606,2.335399
BC-BB-F3-17300-0101,2019-03-22 04:49:00,2.626793,2.324478
BC-BB-F3-17300-0101,2019-03-22 04:50:00,2.619889,2.314728
BC-BB-F3-17300-0101,2019-03-22 04:51:00,2.611582,2.306092
BC-BB-F3-17300-0101,2019-03-22 04:52:00,2.602604,2.300922
BC-BB-F3-17300-0101,2019-03-22 04:53:00,2.593709,2.300865
BC-BB-F3-17300-0101,2019-03-22 04:54:00,2.585501,2.305686
BC-BB-F3-17300-0101,2019-03-22 04:55:00,2.578431,2.314193
BC-BB-F3-17300-0101,2019-03-22 04:56:00,2.573145,2.324858
BC-BB-F3-17300-0101,2019-03-22 04:57:00,2.569776,2.335341
BC-BB-F3-17300-0101,2019-03-22 04:58:00,2.568943,2.344141
BC-BB-F3-17300-0101,2019-03-22 04:59:00,2.570719,2.35117
BC-BB-F3-17300-0101,2019-03-22 05:00:00,2.574679,2.357017
BC-BB-F3-17300-0101,2019-03-22 05:01:00,2.580269,2.362319
BC-BB-F3-17300-0101,2019-03-22 05:02:00,2.586658,2.367465
BC-BB-F3-17300-0101,2019-03-22 05:03:00,2.593055,2.372632
BC-BB-F3-17300-0101,2019-03-22 05:04:00,2.599189,2.377869
BC-BB-F3-17300-0101,2019-03-22 05:05:00,2.60501,2.383178
BC-BB-F3-17300-0101,2019-03-22 05:06:00,2.610595,2.388471
BC-BB-F3-17300-0101,2019-03-22 05:07:00,2.616027,2.393443
BC-BB-F3-17300-0101,2019-03-22 05:08:00,2.621336,2.397887
BC-BB-F3-17300-0101,2019-03-22 05:09:00,2.626521,2.401798
BC-BB-F3-17300-0101,2019-03-22 05:10:00,2.631574,2.405277
BC-BB-F3-17300-0101,2019-03-22 05:11:00,2.636462,2.408378
BC-BB-F3-17300-0101,2019-03-22 05:12:00,2.641124,2.410848
BC-BB-F3-17300-0101,2019-03-22 05:13:00,2.645488,2.412527
BC-BB-F3-17300-0101,2019-03-22 05:14:00,2.6495,2.413476
BC-BB-F3-17300-0101,2019-03-22 05:15:00,2.653136,2.413861
BC-BB-F3-17300-0101,2019-03-22 05:16:00,2.656372,2.414337
BC-BB-F3-17300-0101,2019-03-22 05:17:00,2.659206,2.417505
BC-BB-F3-17300-0101,2019-03-22 05:18:00,2.661756,2.425083
BC-BB-F3-17300-0101,2019-03-22 05:19:00,2.664298,2.436896
BC-BB-F3-17300-0101,2019-03-22 05:20:00,2.667257,2.451864
BC-BB-F3-17300-0101,2019-03-22 05:21:00,2.671181,2.468572
BC-BB-F3-17300-0101,2019-03-22 05:22:00,2.676726,2.484751
BC-BB-F3-17300-0101,2019-03-22 05:23:00,2.6844,2.498966
BC-BB-F3-17300-0101,2019-03-22 05:24:00,2.694268,2.511188
BC-BB-F3-17300-0101,2019-03-22 05:25:00,2.705905,2.522039
BC-BB-F3-17300-0101,2019-03-22 05:26:00,2.718634,2.532088
BC-BB-F3-17300-0101,2019-03-22 05:27:00,2.73164,2.541275
BC-BB-F3-17300-0101,2019-03-22 05:28:00,2.744313,2.549483
BC-BB-F3-17300-0101,2019-03-22 05:29:00,2.75636,2.556814
BC-BB-F3-17300-0101,2019-03-22 05:30:00,2.767747,2.56348
BC-BB-F3-17300-0101,2019-03-22 05:31:00,2.77849,2.569161
BC-BB-F3-17300-0101,2019-03-22 05:32:00,2.788496,2.571343
BC-BB-F3-17300-0101,2019-03-22 05:33:00,2.797581,2.568373
BC-BB-F3-17300-0101,2019-03-22 05:34:00,2.805442,2.560559
BC-BB-F3-17300-0101,2019-03-22 05:35:00,2.811736,2.549101
BC-BB-F3-17300-0101,2019-03-22 05:36:00,2.816032,2.536393
BC-BB-F3-17300-0101,2019-03-22 05:37:00,2.817863,2.529345
BC-BB-F3-17300-0101,2019-03-22 05:38:00,2.817165,2.532425
BC-BB-F3-17300-0101,2019-03-22 05:39:00,2.81463,2.545248
BC-BB-F3-17300-0101,2019-03-22 05:40:00,2.811567,2.56519
BC-BB-F3-17300-0101,2019-03-22 05:41:00,2.809643,2.58914
BC-BB-F3-17300-0101,2019-03-22 05:42:00,2.810712,2.609563
BC-BB-F3-17300-0101,2019-03-22 05:43:00,2.816014,2.622491
BC-BB-F3-17300-0101,2019-03-22 05:44:00,2.825432,2.62845
BC-BB-F3-17300-0101,2019-03-22 05:45:00,2.837708,2.629557
BC-BB-F3-17300-0101,2019-03-22 05:46:00,2.851046,2.628056
BC-BB-F3-17300-0101,2019-03-22 05:47:00,2.863547,2.62599
BC-BB-F3-17300-0101,2019-03-22 05:48:00,2.873785,2.62447
BC-BB-F3-17300-0101,2019-03-22 05:49:00,2.881286,2.623624
BC-BB-F3-17300-0101,2019-03-22 05:50:00,2.886394,2.623162
BC-BB-F3-17300-0101,2019-03-22 05:51:00,2.889748,2.623227
BC-BB-F3-17300-0101,2019-03-22 05:52:00,2.892001,2.626023
BC-BB-F3-17300-0101,2019-03-22 05:53:00,2.893764,2.632962
BC-BB-F3-17300-0101,2019-03-22 05:54:00,2.895567,2.643712
BC-BB-F3-17300-0101,2019-03-22 05:55:00,2.897895,2.6572
BC-BB-F3-17300-0101,2019-03-22 05:56:00,2.901299,2.672122
BC-BB-F3-17300-0101,2019-03-22 05:57:00,2.906458,2.686631
BC-BB-F3-17300-0101,2019-03-22 05:58:00,2.913865,2.700203
BC-BB-F3-17300-0101,2019-03-22 05:59:00,2.92346,2.713079
BC-BB-F3-17300-0101,2019-03-22 06:00:00,2.934876,2.725494
BC-BB-F3-17300-0101,2019-03-22 06:01:00,2.947716,2.737588
BC-BB-F3-17300-0101,2019-03-22 06:02:00,2.961996,2.749125
BC-BB-F3-17300-0101,2019-03-22 06:03:00,2.977826,2.760035
BC-BB-F3-17300-0101,2019-03-22 06:04:00,2.994933,2.770388
BC-BB-F3-17300-0101,2019-03-22 06:05:00,3.012895,2.780284
BC-BB-F3-17300-0101,2019-03-22 06:06:00,3.031239,2.789782
BC-BB-F3-17300-0101,2019-03-22 06:07:00,3.049503,2.798652
BC-BB-F3-17300-0101,2019-03-22 06:08:00,3.067335,2.806494
