id,time,head,total_inflow
BC-BB-F3-18900,2019-03-22 01:20:00,0.209625,
BC-BB-F3-18900,2019-03-22 01:21:00,0.215592,
BC-BB-F3-18900,2019-03-22 01:22:00,0.220999,
BC-BB-F3-18900,2019-03-22 01:23:00,0.226127,
BC-BB-F3-18900,2019-03-22 01:24:00,0.23109,
BC-BB-F3-18900,2019-03-22 01:25:00,0.235373,
BC-BB-F3-18900,2019-03-22 01:26:00,0.239314,
BC-BB-F3-18900,2019-03-22 01:27:00,0.24366,
BC-BB-F3-18900,2019-03-22 01:28:00,0.247367,
BC-BB-F3-18900,2019-03-22 01:29:00,0.250425,
BC-BB-F3-18900,2019-03-22 01:30:00,0.25308,
BC-BB-F3-18900,2019-03-22 01:31:00,0.255382,
BC-BB-F3-18900,2019-03-22 01:32:00,0.257258,
BC-BB-F3-18900,2019-03-22 01:33:00,0.258511,
BC-BB-F3-18900,2019-03-22 01:34:00,0.259183,
BC-BB-F3-18900,2019-03-22 01:35:00,0.259427,
BC-BB-F3-18900,2019-03-22 01:36:00,0.259464,
BC-BB-F3-18900,2019-03-22 01:37:00,0.25964,
BC-BB-F3-18900,2019-03-22 01:38:00,0.260275,
BC-BB-F3-18900,2019-03-22 01:39:00,0.261446,
BC-BB-F3-18900,2019-03-22 01:40:00,0.263192,
BC-BB-F3-18900,2019-03-22 01:41:00,0.26555,
BC-BB-F3-18900,2019-03-22 01:42:00,0.268129,
BC-BB-F3-18900,2019-03-22 01:43:00,0.270477,
BC-BB-F3-18900,2019-03-22 01:44:00,0.272437,
BC-BB-F3-18900,2019-03-22 01:45:00,0.273924,
BC-BB-F3-18900,2019-03-22 01:46:00,0.275062,
BC-BB-F3-18900,2019-03-22 01:47:00,0.276171,
BC-BB-F3-18900,2019-03-22 01:48:00,0.277539,
BC-BB-F3-18900,2019-03-22 01:49:00,0.279208,
BC-BB-F3-18900,2019-03-22 01:50:00,0.281123,
BC-BB-F3-18900,2019-03-22 01:51:00,0.283156,
BC-BB-F3-18900,2019-03-22 01:52:00,0.285138,
BC-BB-F3-18900,2019-03-22 01:53:00,0.286956,
BC-BB-F3-18900,2019-03-22 01:54:00,0.288605,
BC-BB-F3-18900,2019-03-22 01:55:00,0.290111,
BC-BB-F3-18900,2019-03-22 01:56:00,0.291539,
BC-BB-F3-18900,2019-03-22 01:57:00,0.292908,
BC-BB-F3-18900,2019-03-22 01:58:00,0.294215,
BC-BB-F3-18900,2019-03-22 01:59:00,0.295469,
BC-BB-F3-18900,2019-03-22 02:00:00,0.296686,
BC-BB-F3-18900,2019-03-22 02:01:00,0.297891,
BC-BB-F3-18900,2019-03-22 02:02:00,0.299082,
BC-BB-F3-18900,2019-03-22 02:03:00,0.300261,
BC-BB-F3-18900,2019-03-22 02:04:00,0.301443,
BC-BB-F3-18900,2019-03-22 02:05:00,0.302618,
BC-BB-F3-18900,2019-03-22 02:06:00,0.303812,
BC-BB-F3-18900,2019-03-22 02:07:00,0.305017,
BC-BB-F3-18900,2019-03-22 02:08:00,0.306235,
BC-BB-F3-18900,2019-03-22 02:09:00,0.307469,
BC-BB-F3-18900,2019-03-22 02:10:00,0.308717,
BC-BB-F3-18900,2019-03-22 02:11:00,0.309987,
BC-BB-F3-18900,2019-03-22 02:12:00,0.31128,
BC-BB-F3-18900,2019-03-22 02:13:00,0.312592,
BC-BB-F3-18900,2019-03-22 02:14:00,0.313929,
BC-BB-F3-18900,2019-03-22 02:15:00,0.315296,
BC-BB-F3-18900,2019-03-22 02:16:00,0.316728,
BC-BB-F3-18900,2019-03-22 02:17:00,0.318393,
BC-BB-F3-18900,2019-03-22 02:18:00,0.320433,
BC-BB-F3-18900,2019-03-22 02:19:00,0.322818,
BC-BB-F3-18900,2019-03-22 02:20:00,0.325519,
BC-BB-F3-18900,2019-03-22 02:21:00,0.328411,
BC-BB-F3-18900,2019-03-22 02:22:00,0.331334,
BC-BB-F3-18900,2019-03-22 02:23:00,0.334208,
BC-BB-F3-18900,2019-03-22 02:24:00,0.337011,
BC-BB-F3-18900,2019-03-22 02:25:00,0.339768,
BC-BB-F3-18900,2019-03-22 02:26:00,0.342529,
BC-BB-F3-18900,2019-03-22 02:27:00,0.345094,
BC-BB-F3-18900,2019-03-22 02:28:00,0.347386,
BC-BB-F3-18900,2019-03-22 02:29:00,0.349455,
BC-BB-F3-18900,2019-03-22 02:30:00,0.3514,
BC-BB-F3-18900,2019-03-22 02:31:00,0.353395,
BC-BB-F3-18900,2019-03-22 02:32:00,0.355501,
BC-BB-F3-18900,2019-03-22 02:33:00,0.357709,
BC-BB-F3-18900,2019-03-22 02:34:00,0.360016,
BC-BB-F3-18900,2019-03-22 02:35:00,0.362398,
BC-BB-F3-18900,2019-03-22 02:36:00,0.36487,
BC-BB-F3-18900,2019-03-22 02:37:00,0.36767,
BC-BB-F3-18900,2019-03-22 02:38:00,0.370907,
BC-BB-F3-18900,2019-03-22 02:39:00,0.374544,
BC-BB-F3-18900,2019-03-22 02:40:00,0.378448,
BC-BB-F3-18900,2019-03-22 02:41:00,0.382511,
BC-BB-F3-18900,2019-03-22 02:42:00,0.386325,
BC-BB-F3-18900,2019-03-22 02:43:00,0.389684,
BC-BB-F3-18900,2019-03-22 02:44:00,0.392595,
BC-BB-F3-18900,2019-03-22 02:45:00,0.395151,
BC-BB-F3-18900,2019-03-22 02:46:00,0.397502,
BC-BB-F3-18900,2019-03-22 02:47:00,0.399794,
BC-BB-F3-18900,2019-03-22 02:48:00,0.402123,
BC-BB-F3-18900,2019-03-22 02:49:00,0.404462,
BC-BB-F3-18900,2019-03-22 02:50:00,0.406723,
BC-BB-F3-18900,2019-03-22 02:51:00,0.408926,
BC-BB-F3-18900,2019-03-22 02:52:00,0.411229,
BC-BB-F3-18900,2019-03-22 02:53:00,0.413744,
BC-BB-F3-18900,2019-03-22 02:54:00,0.41643,
BC-BB-F3-18900,2019-03-22 02:55:00,0.419217,
BC-BB-F3-18900,2019-03-22 02:56:00,0.422021,
BC-BB-F3-18900,2019-03-22 02:57:00,0.424719,
BC-BB-F3-18900,2019-03-22 02:58:00,0.427243,
BC-BB-F3-18900,2019-03-22 02:59:00,0.429602,
BC-BB-F3-18900,2019-03-22 03:00:00,0.431829,
BC-BB-F3-18900,2019-03-22 03:01:00,0.433962,
BC-BB-F3-18900,2019-03-22 03:02:00,0.435995,
BC-BB-F3-18900,2019-03-22 03:03:00,0.437929,
BC-BB-F3-18900,2019-03-22 03:04:00,0.4398,
BC-BB-F3-18900,2019-03-22 03:05:00,0.441602,
BC-BB-F3-18900,2019-03-22 03:06:00,0.443347,
BC-BB-F3-18900,2019-03-22 03:07:00,0.445031,
BC-BB-F3-18900,2019-03-22 03:08:00,0.44666,
BC-BB-F3-18900,2019-03-22 03:09:00,0.448244,
BC-BB-F3-18900,2019-03-22 03:10:00,0.449794,
BC-BB-F3-18900,2019-03-22 03:11:00,0.45132,
BC-BB-F3-18900,2019-03-22 03:12:00,0.452839,
BC-BB-F3-18900,2019-03-22 03:13:00,0.454363,
BC-BB-F3-18900,2019-03-22 03:14:00,0.455894,
BC-BB-F3-18900,2019-03-22 03:15:00,0.457443,
BC-BB-F3-18900,2019-03-22 03:16:00,0.458978,
BC-BB-F3-18900,2019-03-22 03:17:00,0.460477,
BC-BB-F3-18900,2019-03-22 03:18:00,0.461923,
BC-BB-F3-18900,2019-03-22 03:19:00,0.463323,
BC-BB-F3-18900,2019-03-22 03:20:00,0.464692,
BC-BB-F3-18900,2019-03-22 03:21:00,0.466044,
BC-BB-F3-18900,2019-03-22 03:22:00,0.467394,
BC-BB-F3-18900,2019-03-22 03:23:00,0.468746,
BC-BB-F3-18900,2019-03-22 03:24:00,0.4701,
BC-BB-F3-18900,2019-03-22 03:25:00,0.471452,
BC-BB-F3-18900,2019-03-22 03:26:00,0.472798,
BC-BB-F3-18900,2019-03-22 03:27:00,0.474138,
BC-BB-F3-18900,2019-03-22 03:28:00,0.475471,
BC-BB-F3-18900,2019-03-22 03:29:00,0.476796,
BC-BB-F3-18900,2019-03-22 03:30:00,0.478114,
BC-BB-F3-18900,2019-03-22 03:31:00,0.479427,
BC-BB-F3-18900,2019-03-22 03:32:00,0.480734,
BC-BB-F3-18900,2019-03-22 03:33:00,0.482031,
BC-BB-F3-18900,2019-03-22 03:34:00,0.483318,
BC-BB-F3-18900,2019-03-22 03:35:00,0.484595,
BC-BB-F3-18900,2019-03-22 03:36:00,0.485876,
BC-BB-F3-18900,2019-03-22 03:37:00,0.487341,
BC-BB-F3-18900,2019-03-22 03:38:00,0.489045,
BC-BB-F3-18900,2019-03-22 03:39:00,0.490986,
BC-BB-F3-18900,2019-03-22 03:40:00,0.49305,
BC-BB-F3-18900,2019-03-22 03:41:00,0.495181,
BC-BB-F3-18900,2019-03-22 03:42:00,0.497207,
BC-BB-F3-18900,2019-03-22 03:43:00,0.499068,
BC-BB-F3-18900,2019-03-22 03:44:00,0.500763,
BC-BB-F3-18900,2019-03-22 03:45:00,0.502356,
BC-BB-F3-18900,2019-03-22 03:46:00,0.503883,
BC-BB-F3-18900,2019-03-22 03:47:00,0.505203,
BC-BB-F3-18900,2019-03-22 03:48:00,0.506253,
BC-BB-F3-18900,2019-03-22 03:49:00,0.507047,
BC-BB-F3-18900,2019-03-22 03:50:00,0.507683,
BC-BB-F3-18900,2019-03-22 03:51:00,0.508239,
BC-BB-F3-18900,2019-03-22 03:52:00,0.508846,
BC-BB-F3-18900,2019-03-22 03:53:00,0.509555,
BC-BB-F3-18900,2019-03-22 03:54:00,0.510368,
BC-BB-F3-18900,2019-03-22 03:55:00,0.511235,
BC-BB-F3-18900,2019-03-22 03:56:00,0.512141,
BC-BB-F3-18900,2019-03-22 03:57:00,0.513269,
BC-BB-F3-18900,2019-03-22 03:58:00,0.51466,
BC-BB-F3-18900,2019-03-22 03:59:00,0.51632,
BC-BB-F3-18900,2019-03-22 04:00:00,0.518122,
BC-BB-F3-18900,2019-03-22 04:01:00,0.519995,
BC-BB-F3-18900,2019-03-22 04:02:00,0.521771,
BC-BB-F3-18900,2019-03-22 04:03:00,0.523396,
BC-BB-F3-18900,2019-03-22 04:04:00,0.52487,
BC-BB-F3-18900,2019-03-22 04:05:00,0.526259,
BC-BB-F3-18900,2019-03-22 04:06:00,0.527618,
BC-BB-F3-18900,2019-03-22 04:07:00,0.528952,
BC-BB-F3-18900,2019-03-22 04:08:00,0.530276,
BC-BB-F3-18900,2019-03-22 04:09:00,0.531606,
BC-BB-F3-18900,2019-03-22 04:10:00,0.532977,
BC-BB-F3-18900,2019-03-22 04:11:00,0.534421,
BC-BB-F3-18900,2019-03-22 04:12:00,0.535973,
BC-BB-F3-18900,2019-03-22 04:13:00,0.537665,
BC-BB-F3-18900,2019-03-22 04:14:00,0.539517,
BC-BB-F3-18900,2019-03-22 04:15:00,0.541583,
BC-BB-F3-18900,2019-03-22 04:16:00,0.543823,
BC-BB-F3-18900,2019-03-22 04:17:00,0.546214,
BC-BB-F3-18900,2019-03-22 04:18:00,0.548764,
BC-BB-F3-18900,2019-03-22 04:19:00,0.551503,
BC-BB-F3-18900,2019-03-22 04:20:00,0.554462,
BC-BB-F3-18900,2019-03-22 04:21:00,0.557675,
BC-BB-F3-18900,2019-03-22 04:22:00,0.561315,
BC-BB-F3-18900,2019-03-22 04:23:00,0.565426,
BC-BB-F3-18900,2019-03-22 04:24:00,0.569957,
BC-BB-F3-18900,2019-03-22 04:25:00,0.574769,
BC-BB-F3-18900,2019-03-22 04:26:00,0.579739,
BC-BB-F3-18900,2019-03-22 04:27:00,0.584678,
BC-BB-F3-18900,2019-03-22 04:28:00,0.589472,
BC-BB-F3-18900,2019-03-22 04:29:00,0.594096,
BC-BB-F3-18900,2019-03-22 04:30:00,0.59858,
BC-BB-F3-18900,2019-03-22 04:31:00,0.602931,
BC-BB-F3-18900,2019-03-22 04:32:00,0.607119,
BC-BB-F3-18900,2019-03-22 04:33:00,0.611145,
BC-BB-F3-18900,2019-03-22 04:34:00,0.614906,
BC-BB-F3-18900,2019-03-22 04:35:00,0.618439,
BC-BB-F3-18900,2019-03-22 04:36:00,0.621759,
BC-BB-F3-18900,2019-03-22 04:37:00,0.624903,
BC-BB-F3-18900,2019-03-22 04:38:00,0.627831,
BC-BB-F3-18900,2019-03-22 04:39:00,0.630584,
BC-BB-F3-18900,2019-03-22 04:40:00,0.633184,
BC-BB-F3-18900,2019-03-22 04:41:00,0.63564,
BC-BB-F3-18900,2019-03-22 04:42:00,0.637776,
BC-BB-F3-18900,2019-03-22 04:43:00,0.639553,
BC-BB-F3-18900,2019-03-22 04:44:00,0.641024,
BC-BB-F3-18900,2019-03-22 04:45:00,0.642284,
BC-BB-F3-18900,2019-03-22 04:46:00,0.643398,
BC-BB-F3-18900,2019-03-22 04:47:00,0.644496,
BC-BB-F3-18900,2019-03-22 04:48:00,0.645627,
BC-BB-F3-18900,2019-03-22 04:49:00,0.646767,
BC-BB-F3-18900,2019-03-22 04:50:00,0.647861,
BC-BB-F3-18900,2019-03-22 04:51:00,0.648897,
BC-BB-F3-18900,2019-03-22 04:52:00,0.650057,
BC-BB-F3-18900,2019-03-22 04:53:00,0.651389,
BC-BB-F3-18900,2019-03-22 04:54:00,0.652835,
BC-BB-F3-18900,2019-03-22 04:55:00,0.6543,
BC-BB-F3-18900,2019-03-22 04:56:00,0.655721,
BC-BB-F3-18900,2019-03-22 04:57:00,0.656974,
BC-BB-F3-18900,2019-03-22 04:58:00,0.658017,
BC-BB-F3-18900,2019-03-22 04:59:00,0.658893,
BC-BB-F3-18900,2019-03-22 05:00:00,0.659676,
BC-BB-F3-18900,2019-03-22 05:01:00,0.660418,
BC-BB-F3-18900,2019-03-22 05:02:00,0.661147,
BC-BB-F3-18900,2019-03-22 05:03:00,0.661883,
BC-BB-F3-18900,2019-03-22 05:04:00,0.662639,
BC-BB-F3-18900,2019-03-22 05:05:00,0.66342,
BC-BB-F3-18900,2019-03-22 05:06:00,0.664226,
BC-BB-F3-18900,2019-03-22 05:07:00,0.665038,
BC-BB-F3-18900,2019-03-22 05:08:00,0.665849,
BC-BB-F3-18900,2019-03-22 05:09:00,0.666669,
BC-BB-F3-18900,2019-03-22 05:10:00,0.667493,
BC-BB-F3-18900,2019-03-22 05:11:00,0.66833,
BC-BB-F3-18900,2019-03-22 05:12:00,0.669151,
BC-BB-F3-18900,2019-03-22 05:13:00,0.669952,
BC-BB-F3-18900,2019-03-22 05:14:00,0.670737,
BC-BB-F3-18900,2019-03-22 05:15:00,0.671515,
BC-BB-F3-18900,2019-03-22 05:16:00,0.672307,
BC-BB-F3-18900,2019-03-22 05:17:00,0.673281,
BC-BB-F3-18900,2019-03-22 05:18:00,0.674483,
BC-BB-F3-18900,2019-03-22 05:19:00,0.675859,
BC-BB-F3-18900,2019-03-22 05:20:00,0.677322,
BC-BB-F3-18900,2019-03-22 05:21:00,0.678811,
BC-BB-F3-18900,2019-03-22 05:22:00,0.680203,
BC-BB-F3-18900,2019-03-22 05:23:00,0.681458,
BC-BB-F3-18900,2019-03-22 05:24:00,0.682603,
BC-BB-F3-18900,2019-03-22 05:25:00,0.683694,
BC-BB-F3-18900,2019-03-22 05:26:00,0.684769,
BC-BB-F3-18900,2019-03-22 05:27:00,0.685814,
BC-BB-F3-18900,2019-03-22 05:28:00,0.686835,
BC-BB-F3-18900,2019-03-22 05:29:00,0.687846,
BC-BB-F3-18900,2019-03-22 05:30:00,0.688867,
BC-BB-F3-18900,2019-03-22 05:31:00,0.689886,
BC-BB-F3-18900,2019-03-22 05:32:00,0.690732,
BC-BB-F3-18900,2019-03-22 05:33:00,0.691357,
BC-BB-F3-18900,2019-03-22 05:34:00,0.69181,
BC-BB-F3-18900,2019-03-22 05:35:00,0.692172,
BC-BB-F3-18900,2019-03-22 05:36:00,0.692532,
BC-BB-F3-18900,2019-03-22 05:37:00,0.693312,
BC-BB-F3-18900,2019-03-22 05:38:00,0.694638,
BC-BB-F3-18900,2019-03-22 05:39:00,0.696375,
BC-BB-F3-18900,2019-03-22 05:40:00,0.698313,
BC-BB-F3-18900,2019-03-22 05:41:00,0.700285,
BC-BB-F3-18900,2019-03-22 05:42:00,0.701923,
BC-BB-F3-18900,2019-03-22 05:43:00,0.703098,
BC-BB-F3-18900,2019-03-22 05:44:00,0.703911,
BC-BB-F3-18900,2019-03-22 05:45:00,0.704527,
BC-BB-F3-18900,2019-03-22 05:46:00,0.705059,
BC-BB-F3-18900,2019-03-22 05:47:00,0.705601,
BC-BB-F3-18900,2019-03-22 05:48:00,0.706205,
BC-BB-F3-18900,2019-03-22 05:49:00,0.706866,
BC-BB-F3-18900,2019-03-22 05:50:00,0.707565,
BC-BB-F3-18900,2019-03-22 05:51:00,0.708304,
BC-BB-F3-18900,2019-03-22 05:52:00,0.709228,
BC-BB-F3-18900,2019-03-22 05:53:00,0.710377,
BC-BB-F3-18900,2019-03-22 05:54:00,0.711692,
BC-BB-F3-18900,2019-03-22 05:55:00,0.713092,
BC-BB-F3-18900,2019-03-22 05:56:00,0.714518,
BC-BB-F3-18900,2019-03-22 05:57:00,0.715857,
BC-BB-F3-18900,2019-03-22 05:58:00,0.717067,
BC-BB-F3-18900,2019-03-22 05:59:00,0.71818,
BC-BB-F3-18900,2019-03-22 06:00:00,0.719247,
BC-BB-F3-18900,2019-03-22 06:01:00,0.720299,
BC-BB-F3-18900,2019-03-22 06:02:00,0.721329,
BC-BB-F3-18900,2019-03-22 06:03:00,0.722339,
BC-BB-F3-18900,2019-03-22 06:04:00,0.723347,
BC-BB-F3-18900,2019-03-22 06:05:00,0.724367,
BC-BB-F3-18900,2019-03-22 06:06:00,0.725408,
BC-BB-F3-18900,2019-03-22 06:07:00,0.726461,
BC-BB-F3-18900,2019-03-22 06:08:00,0.727523,
BC-BB-F3-18900,2019-03-22 06:09:00,0.728595,
BC-BB-F3-18900,2019-03-22 06:10:00,0.729677,
BC-BB-F3-18900,2019-03-22 06:11:00,0.730763,
BC-BB-F3-18900,2019-03-22 06:12:00,0.73183,
BC-BB-F3-18900,2019-03-22 06:13:00,0.732868,
BC-BB-F3-18900,2019-03-22 06:14:00,0.73388,
BC-BB-F3-18900,2019-03-22 06:15:00,0.734871,
BC-BB-F3-18900,2019-03-22 06:16:00,0.735864,
BC-BB-F3-18900,2019-03-22 06:17:00,0.737044,
BC-BB-F3-18900,2019-03-22 06:18:00,0.738474,
BC-BB-F3-18900,2019-03-22 06:19:00,0.740075,
BC-BB-F3-18900,2019-03-22 06:20:00,0.741758,
BC-BB-F3-18900,2019-03-22 06:21:00,0.743455,
BC-BB-F3-18900,2019-03-22 06:22:00,0.745022,
BC-BB-F3-18900,2019-03-22 06:23:00,0.746414,
BC-BB-F3-18900,2019-03-22 06:24:00,0.747668,
BC-BB-F3-18900,2019-03-22 06:25:00,0.748855,
BC-BB-F3-18900,2019-03-22 06:26:00,0.750022,
BC-BB-F3-18900,2019-03-22 06:27:00,0.751172,
BC-BB-F3-18900,2019-03-22 06:28:00,0.752313,
BC-BB-F3-18900,2019-03-22 06:29:00,0.753463,
BC-BB-F3-18900,2019-03-22 06:30:00,0.75464,
BC-BB-F3-18900,2019-03-22 06:31:00,0.755832,
BC-BB-F3-18900,2019-03-22 06:32:00,0.756886,
BC-BB-F3-18900,2019-03-22 06:33:00,0.757757,
BC-BB-F3-18900,2019-03-22 06:34:00,0.758508,
BC-BB-F3-18900,2019-03-22 06:35:00,0.759219,
BC-BB-F3-18900,2019-03-22 06:36:00,0.759987,
BC-BB-F3-18900,2019-03-22 06:37:00,0.761227,
BC-BB-F3-18900,2019-03-22 06:38:00,0.763096,
BC-BB-F3-18900,2019-03-22 06:39:00,0.765465,
BC-BB-F3-18900,2019-03-22 06:40:00,0.768193,
BC-BB-F3-18900,2019-03-22 06:41:00,0.771198,
BC-BB-F3-18900,2019-03-22 06:42:00,0.774218,
BC-BB-F3-18900,2019-03-22 06:43:00,0.777236,
BC-BB-F3-18900,2019-03-22 06:44:00,0.780505,
BC-BB-F3-18900,2019-03-22 06:45:00,0.784263,
BC-BB-F3-18900,2019-03-22 06:46:00,0.788663,
BC-BB-F3-18900,2019-03-22 06:47:00,0.793786,
BC-BB-F3-18900,2019-03-22 06:48:00,0.799758,
BC-BB-F3-18900,2019-03-22 06:49:00,0.80632,
BC-BB-F3-18900,2019-03-22 06:50:00,0.813374,
BC-BB-F3-18900,2019-03-22 06:51:00,0.820865,
BC-BB-F3-18900,2019-03-22 06:52:00,0.828469,
BC-BB-F3-18900,2019-03-22 06:53:00,0.836229,
BC-BB-F3-18900,2019-03-22 06:54:00,0.844073,
BC-BB-F3-18900,2019-03-22 06:55:00,0.851835,
BC-BB-F3-18900,2019-03-22 06:56:00,0.859511,
BC-BB-F3-18900,2019-03-22 06:57:00,0.867168,
BC-BB-F3-18900,2019-03-22 06:58:00,0.874868,
BC-BB-F3-18900,2019-03-22 06:59:00,0.882315,
BC-BB-F3-18900,2019-03-22 07:00:00,0.889525,
BC-BB-F3-18900,2019-03-22 07:01:00,0.896397,
BC-BB-F3-18900,2019-03-22 07:02:00,0.902827,
BC-BB-F3-18900,2019-03-22 07:03:00,0.908779,
BC-BB-F3-18900,2019-03-22 07:04:00,0.914311,
BC-BB-F3-18900,2019-03-22 07:05:00,0.919505,
BC-BB-F3-18900,2019-03-22 07:06:00,0.924414,
BC-BB-F3-18900,2019-03-22 07:07:00,0.928979,
BC-BB-F3-18900,2019-03-22 07:08:00,0.933209,
BC-BB-F3-18900,2019-03-22 07:09:00,0.937136,
BC-BB-F3-18900,2019-03-22 07:10:00,0.940756,
BC-BB-F3-18900,2019-03-22 07:11:00,0.944051,
BC-BB-F3-18900,2019-03-22 07:12:00,0.946892,
BC-BB-F3-18900,2019-03-22 07:13:00,0.949268,
BC-BB-F3-18900,2019-03-22 07:14:00,0.951278,
BC-BB-F3-18900,2019-03-22 07:15:00,0.953011,
BC-BB-F3-18900,2019-03-22 07:16:00,0.954552,
BC-BB-F3-18900,2019-03-22 07:17:00,0.956155,
BC-BB-F3-18900,2019-03-22 07:18:00,0.957909,
BC-BB-F3-18900,2019-03-22 07:19:00,0.95971,
BC-BB-F3-18900,2019-03-22 07:20:00,0.961453,
BC-BB-F3-18900,2019-03-22 07:21:00,0.963106,
BC-BB-F3-18900,2019-03-22 07:22:00,0.964751,
BC-BB-F3-18900,2019-03-22 07:23:00,0.966415,
BC-BB-F3-18900,2019-03-22 07:24:00,0.968079,
BC-BB-F3-18900,2019-03-22 07:25:00,0.969732,
BC-BB-F3-18900,2019-03-22 07:26:00,0.971349,
BC-BB-F3-18900,2019-03-22 07:27:00,0.972678,
BC-BB-F3-18900,2019-03-22 07:28:00,0.973661,
BC-BB-F3-18900,2019-03-22 07:29:00,0.974452,
BC-BB-F3-18900,2019-03-22 07:30:00,0.975176,
BC-BB-F3-18900,2019-03-22 07:31:00,0.975918,
