id,time,flow
BC-BB-F3-18100-0101,2019-03-22 01:26:00,0.169904
BC-BB-F3-18100-0101,2019-03-22 01:27:00,0.185221
BC-BB-F3-18100-0101,2019-03-22 01:28:00,0.202392
BC-BB-F3-18100-0101,2019-03-22 01:29:00,0.221454
BC-BB-F3-18100-0101,2019-03-22 01:30:00,0.242689
BC-BB-F3-18100-0101,2019-03-22 01:31:00,0.267117
BC-BB-F3-18100-0101,2019-03-22 01:32:00,0.296582
BC-BB-F3-18100-0101,2019-03-22 01:33:00,0.334764
BC-BB-F3-18100-0101,2019-03-22 01:34:00,0.38207
BC-BB-F3-18100-0101,2019-03-22 01:35:00,0.436426
BC-BB-F3-18100-0101,2019-03-22 01:36:00,0.486847
BC-BB-F3-18100-0101,2019-03-22 01:37:00,0.530427
BC-BB-F3-18100-0101,2019-03-22 01:38:00,0.568887
BC-BB-F3-18100-0101,2019-03-22 01:39:00,0.61229
BC-BB-F3-18100-0101,2019-03-22 01:40:00,0.664786
BC-BB-F3-18100-0101,2019-03-22 01:41:00,0.72297
BC-BB-F3-18100-0101,2019-03-22 01:42:00,0.783462
BC-BB-F3-18100-0101,2019-03-22 01:43:00,0.841515
BC-BB-F3-18100-0101,2019-03-22 01:44:00,0.893198
BC-BB-F3-18100-0101,2019-03-22 01:45:00,0.93859
BC-BB-F3-18100-0101,2019-03-22 01:46:00,0.978841
BC-BB-F3-18100-0101,2019-03-22 01:47:00,1.015685
BC-BB-F3-18100-0101,2019-03-22 01:48:00,1.048747
BC-BB-F3-18100-0101,2019-03-22 01:49:00,1.078888
BC-BB-F3-18100-0101,2019-03-22 01:50:00,1.106997
BC-BB-F3-18100-0101,2019-03-22 01:51:00,1.133252
BC-BB-F3-18100-0101,2019-03-22 01:52:00,1.158453
BC-BB-F3-18100-0101,2019-03-22 01:53:00,1.181854
BC-BB-F3-18100-0101,2019-03-22 01:54:00,1.20412
BC-BB-F3-18100-0101,2019-03-22 01:55:00,1.225363
BC-BB-F3-18100-0101,2019-03-22 01:56:00,1.245804
BC-BB-F3-18100-0101,2019-03-22 01:57:00,1.265669
BC-BB-F3-18100-0101,2019-03-22 01:58:00,1.285215
BC-BB-F3-18100-0101,2019-03-22 01:59:00,1.304727
BC-BB-F3-18100-0101,2019-03-22 02:00:00,1.324299
BC-BB-F3-18100-0101,2019-03-22 02:01:00,1.344277
BC-BB-F3-18100-0101,2019-03-22 02:02:00,1.365173
BC-BB-F3-18100-0101,2019-03-22 02:03:00,1.385401
BC-BB-F3-18100-0101,2019-03-22 02:04:00,1.401992
BC-BB-F3-18100-0101,2019-03-22 02:05:00,1.41544
BC-BB-F3-18100-0101,2019-03-22 02:06:00,1.427161
BC-BB-F3-18100-0101,2019-03-22 02:07:00,1.437935
BC-BB-F3-18100-0101,2019-03-22 02:08:00,1.448039
BC-BB-F3-18100-0101,2019-03-22 02:09:00,1.457546
BC-BB-F3-18100-0101,2019-03-22 02:10:00,1.4665
BC-BB-F3-18100-0101,2019-03-22 02:11:00,1.474839
BC-BB-F3-18100-0101,2019-03-22 02:12:00,1.482609
BC-BB-F3-18100-0101,2019-03-22 02:13:00,1.489844
BC-BB-F3-18100-0101,2019-03-22 02:14:00,1.496567
BC-BB-F3-18100-0101,2019-03-22 02:15:00,1.502811
BC-BB-F3-18100-0101,2019-03-22 02:16:00,1.508595
BC-BB-F3-18100-0101,2019-03-22 02:17:00,1.514085
BC-BB-F3-18100-0101,2019-03-22 02:18:00,1.519428
BC-BB-F3-18100-0101,2019-03-22 02:19:00,1.52474
BC-BB-F3-18100-0101,2019-03-22 02:20:00,1.53012
BC-BB-F3-18100-0101,2019-03-22 02:21:00,1.535639
BC-BB-F3-18100-0101,2019-03-22 02:22:00,1.541322
BC-BB-F3-18100-0101,2019-03-22 02:23:00,1.547201
BC-BB-F3-18100-0101,2019-03-22 02:24:00,1.553331
BC-BB-F3-18100-0101,2019-03-22 02:25:00,1.559767
BC-BB-F3-18100-0101,2019-03-22 02:26:00,1.56655
BC-BB-F3-18100-0101,2019-03-22 02:27:00,1.573533
BC-BB-F3-18100-0101,2019-03-22 02:28:00,1.580534
BC-BB-F3-18100-0101,2019-03-22 02:29:00,1.587527
BC-BB-F3-18100-0101,2019-03-22 02:30:00,1.599072
BC-BB-F3-18100-0101,2019-03-22 02:31:00,1.646133
BC-BB-F3-18100-0101,2019-03-22 02:32:00,1.725648
BC-BB-F3-18100-0101,2019-03-22 02:33:00,1.767295
BC-BB-F3-18100-0101,2019-03-22 02:34:00,1.78767
BC-BB-F3-18100-0101,2019-03-22 02:35:00,1.803526
BC-BB-F3-18100-0101,2019-03-22 02:36:00,1.820264
BC-BB-F3-18100-0101,2019-03-22 02:37:00,1.839188
BC-BB-F3-18100-0101,2019-03-22 02:38:00,1.852499
BC-BB-F3-18100-0101,2019-03-22 02:39:00,1.857943
BC-BB-F3-18100-0101,2019-03-22 02:40:00,1.859608
BC-BB-F3-18100-0101,2019-03-22 02:41:00,1.860237
BC-BB-F3-18100-0101,2019-03-22 02:42:00,1.860656
BC-BB-F3-18100-0101,2019-03-22 02:43:00,1.861025
BC-BB-F3-18100-0101,2019-03-22 02:44:00,1.861389
BC-BB-F3-18100-0101,2019-03-22 02:45:00,1.861762
BC-BB-F3-18100-0101,2019-03-22 02:46:00,1.862131
BC-BB-F3-18100-0101,2019-03-22 02:47:00,1.862484
BC-BB-F3-18100-0101,2019-03-22 02:48:00,1.862794
BC-BB-F3-18100-0101,2019-03-22 02:49:00,1.862996
BC-BB-F3-18100-0101,2019-03-22 02:50:00,1.863001
BC-BB-F3-18100-0101,2019-03-22 02:51:00,1.862735
BC-BB-F3-18100-0101,2019-03-22 02:52:00,1.862289
BC-BB-F3-18100-0101,2019-03-22 02:53:00,1.861776
BC-BB-F3-18100-0101,2019-03-22 02:54:00,1.861284
BC-BB-F3-18100-0101,2019-03-22 02:55:00,1.860917
BC-BB-F3-18100-0101,2019-03-22 02:56:00,1.860788
BC-BB-F3-18100-0101,2019-03-22 02:57:00,1.860975
BC-BB-F3-18100-0101,2019-03-22 02:58:00,1.861552
BC-BB-F3-18100-0101,2019-03-22 02:59:00,1.862595
BC-BB-F3-18100-0101,2019-03-22 03:00:00,1.864176
BC-BB-F3-18100-0101,2019-03-22 03:01:00,1.86634
BC-BB-F3-18100-0101,2019-03-22 03:02:00,1.869075
BC-BB-F3-18100-0101,2019-03-22 03:03:00,1.872349
BC-BB-F3-18100-0101,2019-03-22 03:04:00,1.876112
BC-BB-F3-18100-0101,2019-03-22 03:05:00,1.880297
BC-BB-F3-18100-0101,2019-03-22 03:06:00,1.884822
BC-BB-F3-18100-0101,2019-03-22 03:07:00,1.88959
BC-BB-F3-18100-0101,2019-03-22 03:08:00,1.894502
BC-BB-F3-18100-0101,2019-03-22 03:09:00,1.899473
BC-BB-F3-18100-0101,2019-03-22 03:10:00,1.904429
BC-BB-F3-18100-0101,2019-03-22 03:11:00,1.909309
BC-BB-F3-18100-0101,2019-03-22 03:12:00,1.914078
BC-BB-F3-18100-0101,2019-03-22 03:13:00,1.918709
BC-BB-F3-18100-0101,2019-03-22 03:14:00,1.923169
BC-BB-F3-18100-0101,2019-03-22 03:15:00,1.927445
BC-BB-F3-18100-0101,2019-03-22 03:16:00,1.931537
BC-BB-F3-18100-0101,2019-03-22 03:17:00,1.935424
BC-BB-F3-18100-0101,2019-03-22 03:18:00,1.939092
BC-BB-F3-18100-0101,2019-03-22 03:19:00,1.942538
BC-BB-F3-18100-0101,2019-03-22 03:20:00,1.945766
BC-BB-F3-18100-0101,2019-03-22 03:21:00,1.948779
BC-BB-F3-18100-0101,2019-03-22 03:22:00,1.95158
BC-BB-F3-18100-0101,2019-03-22 03:23:00,1.954173
BC-BB-F3-18100-0101,2019-03-22 03:24:00,1.956558
BC-BB-F3-18100-0101,2019-03-22 03:25:00,1.958736
BC-BB-F3-18100-0101,2019-03-22 03:26:00,1.960709
BC-BB-F3-18100-0101,2019-03-22 03:27:00,1.962484
BC-BB-F3-18100-0101,2019-03-22 03:28:00,1.964068
BC-BB-F3-18100-0101,2019-03-22 03:29:00,1.965473
BC-BB-F3-18100-0101,2019-03-22 03:30:00,1.966712
BC-BB-F3-18100-0101,2019-03-22 03:31:00,1.967798
BC-BB-F3-18100-0101,2019-03-22 03:32:00,1.968748
BC-BB-F3-18100-0101,2019-03-22 03:33:00,1.969579
BC-BB-F3-18100-0101,2019-03-22 03:34:00,1.970304
BC-BB-F3-18100-0101,2019-03-22 03:35:00,1.970938
BC-BB-F3-18100-0101,2019-03-22 03:36:00,1.971508
BC-BB-F3-18100-0101,2019-03-22 03:37:00,1.972192
BC-BB-F3-18100-0101,2019-03-22 03:38:00,1.973168
BC-BB-F3-18100-0101,2019-03-22 03:39:00,1.974561
BC-BB-F3-18100-0101,2019-03-22 03:40:00,1.976481
BC-BB-F3-18100-0101,2019-03-22 03:41:00,1.979026
BC-BB-F3-18100-0101,2019-03-22 03:42:00,1.982205
BC-BB-F3-18100-0101,2019-03-22 03:43:00,1.986016
BC-BB-F3-18100-0101,2019-03-22 03:44:00,1.990485
BC-BB-F3-18100-0101,2019-03-22 03:45:00,1.995628
BC-BB-F3-18100-0101,2019-03-22 03:46:00,2.00141
BC-BB-F3-18100-0101,2019-03-22 03:47:00,2.007596
BC-BB-F3-18100-0101,2019-03-22 03:48:00,2.013961
BC-BB-F3-18100-0101,2019-03-22 03:49:00,2.020283
BC-BB-F3-18100-0101,2019-03-22 03:50:00,2.026325
BC-BB-F3-18100-0101,2019-03-22 03:51:00,2.03189
BC-BB-F3-18100-0101,2019-03-22 03:52:00,2.036864
BC-BB-F3-18100-0101,2019-03-22 03:53:00,2.041049
BC-BB-F3-18100-0101,2019-03-22 03:54:00,2.044338
BC-BB-F3-18100-0101,2019-03-22 03:55:00,2.046663
BC-BB-F3-18100-0101,2019-03-22 03:56:00,2.047996
BC-BB-F3-18100-0101,2019-03-22 03:57:00,2.048551
BC-BB-F3-18100-0101,2019-03-22 03:58:00,2.048588
BC-BB-F3-18100-0101,2019-03-22 03:59:00,2.048324
BC-BB-F3-18100-0101,2019-03-22 04:00:00,2.047979
BC-BB-F3-18100-0101,2019-03-22 04:01:00,2.047778
BC-BB-F3-18100-0101,2019-03-22 04:02:00,2.047867
BC-BB-F3-18100-0101,2019-03-22 04:03:00,2.048361
BC-BB-F3-18100-0101,2019-03-22 04:04:00,2.049376
BC-BB-F3-18100-0101,2019-03-22 04:05:00,2.051002
BC-BB-F3-18100-0101,2019-03-22 04:06:00,2.053278
BC-BB-F3-18100-0101,2019-03-22 04:07:00,2.056178
BC-BB-F3-18100-0101,2019-03-22 04:08:00,2.059647
BC-BB-F3-18100-0101,2019-03-22 04:09:00,2.063608
BC-BB-F3-18100-0101,2019-03-22 04:10:00,2.067969
BC-BB-F3-18100-0101,2019-03-22 04:11:00,2.072635
BC-BB-F3-18100-0101,2019-03-22 04:12:00,2.077494
BC-BB-F3-18100-0101,2019-03-22 04:13:00,2.082455
BC-BB-F3-18100-0101,2019-03-22 04:14:00,2.087444
BC-BB-F3-18100-0101,2019-03-22 04:15:00,2.092396
BC-BB-F3-18100-0101,2019-03-22 04:16:00,2.097261
BC-BB-F3-18100-0101,2019-03-22 04:17:00,2.101973
BC-BB-F3-18100-0101,2019-03-22 04:18:00,2.10648
BC-BB-F3-18100-0101,2019-03-22 04:19:00,2.110752
BC-BB-F3-18100-0101,2019-03-22 04:20:00,2.114775
BC-BB-F3-18100-0101,2019-03-22 04:21:00,2.118556
BC-BB-F3-18100-0101,2019-03-22 04:22:00,2.122272
BC-BB-F3-18100-0101,2019-03-22 04:23:00,2.126114
BC-BB-F3-18100-0101,2019-03-22 04:24:00,2.130242
BC-BB-F3-18100-0101,2019-03-22 04:25:00,2.134713
BC-BB-F3-18100-0101,2019-03-22 04:26:00,2.139636
BC-BB-F3-18100-0101,2019-03-22 04:27:00,2.145046
BC-BB-F3-18100-0101,2019-03-22 04:28:00,2.150907
BC-BB-F3-18100-0101,2019-03-22 04:29:00,2.157256
BC-BB-F3-18100-0101,2019-03-22 04:30:00,2.164121
BC-BB-F3-18100-0101,2019-03-22 04:31:00,2.17149
BC-BB-F3-18100-0101,2019-03-22 04:32:00,2.17931
BC-BB-F3-18100-0101,2019-03-22 04:33:00,2.187505
BC-BB-F3-18100-0101,2019-03-22 04:34:00,2.195982
BC-BB-F3-18100-0101,2019-03-22 04:35:00,2.204639
BC-BB-F3-18100-0101,2019-03-22 04:36:00,2.213384
BC-BB-F3-18100-0101,2019-03-22 04:37:00,2.222079
BC-BB-F3-18100-0101,2019-03-22 04:38:00,2.230611
BC-BB-F3-18100-0101,2019-03-22 04:39:00,2.238914
BC-BB-F3-18100-0101,2019-03-22 04:40:00,2.246925
BC-BB-F3-18100-0101,2019-03-22 04:41:00,2.254573
BC-BB-F3-18100-0101,2019-03-22 04:42:00,2.261636
BC-BB-F3-18100-0101,2019-03-22 04:43:00,2.26788
BC-BB-F3-18100-0101,2019-03-22 04:44:00,2.273162
BC-BB-F3-18100-0101,2019-03-22 04:45:00,2.277386
BC-BB-F3-18100-0101,2019-03-22 04:46:00,2.280456
BC-BB-F3-18100-0101,2019-03-22 04:47:00,2.282357
BC-BB-F3-18100-0101,2019-03-22 04:48:00,2.283098
BC-BB-F3-18100-0101,2019-03-22 04:49:00,2.282663
BC-BB-F3-18100-0101,2019-03-22 04:50:00,2.281059
BC-BB-F3-18100-0101,2019-03-22 04:51:00,2.278361
BC-BB-F3-18100-0101,2019-03-22 04:52:00,2.274896
BC-BB-F3-18100-0101,2019-03-22 04:53:00,2.271017
BC-BB-F3-18100-0101,2019-03-22 04:54:00,2.267011
BC-BB-F3-18100-0101,2019-03-22 04:55:00,2.263149
BC-BB-F3-18100-0101,2019-03-22 04:56:00,2.259688
BC-BB-F3-18100-0101,2019-03-22 04:57:00,2.256787
BC-BB-F3-18100-0101,2019-03-22 04:58:00,2.254564
BC-BB-F3-18100-0101,2019-03-22 04:59:00,2.253131
BC-BB-F3-18100-0101,2019-03-22 05:00:00,2.252568
BC-BB-F3-18100-0101,2019-03-22 05:01:00,2.252899
BC-BB-F3-18100-0101,2019-03-22 05:02:00,2.254094
BC-BB-F3-18100-0101,2019-03-22 05:03:00,2.256089
BC-BB-F3-18100-0101,2019-03-22 05:04:00,2.258794
BC-BB-F3-18100-0101,2019-03-22 05:05:00,2.2621
BC-BB-F3-18100-0101,2019-03-22 05:06:00,2.265885
BC-BB-F3-18100-0101,2019-03-22 05:07:00,2.270005
BC-BB-F3-18100-0101,2019-03-22 05:08:00,2.274338
BC-BB-F3-18100-0101,2019-03-22 05:09:00,2.278788
BC-BB-F3-18100-0101,2019-03-22 05:10:00,2.283273
BC-BB-F3-18100-0101,2019-03-22 05:11:00,2.287726
BC-BB-F3-18100-0101,2019-03-22 05:12:00,2.292063
BC-BB-F3-18100-0101,2019-03-22 05:13:00,2.29622
BC-BB-F3-18100-0101,2019-03-22 05:14:00,2.300158
BC-BB-F3-18100-0101,2019-03-22 05:15:00,2.303852
BC-BB-F3-18100-0101,2019-03-22 05:16:00,2.30736
BC-BB-F3-18100-0101,2019-03-22 05:17:00,2.310985
BC-BB-F3-18100-0101,2019-03-22 05:18:00,2.315067
BC-BB-F3-18100-0101,2019-03-22 05:19:00,2.3199
BC-BB-F3-18100-0101,2019-03-22 05:20:00,2.325723
BC-BB-F3-18100-0101,2019-03-22 05:21:00,2.332709
BC-BB-F3-18100-0101,2019-03-22 05:22:00,2.340899
BC-BB-F3-18100-0101,2019-03-22 05:23:00,2.350186
BC-BB-F3-18100-0101,2019-03-22 05:24:00,2.360471
BC-BB-F3-18100-0101,2019-03-22 05:25:00,2.371593
BC-BB-F3-18100-0101,2019-03-22 05:26:00,2.383353
BC-BB-F3-18100-0101,2019-03-22 05:27:00,2.39559
BC-BB-F3-18100-0101,2019-03-22 05:28:00,2.408283
BC-BB-F3-18100-0101,2019-03-22 05:29:00,2.420841
BC-BB-F3-18100-0101,2019-03-22 05:30:00,2.433126
BC-BB-F3-18100-0101,2019-03-22 05:31:00,2.445159
BC-BB-F3-18100-0101,2019-03-22 05:32:00,2.456403
BC-BB-F3-18100-0101,2019-03-22 05:33:00,2.466565
BC-BB-F3-18100-0101,2019-03-22 05:34:00,2.475535
BC-BB-F3-18100-0101,2019-03-22 05:35:00,2.48307
BC-BB-F3-18100-0101,2019-03-22 05:36:00,2.489091
BC-BB-F3-18100-0101,2019-03-22 05:37:00,2.494028
BC-BB-F3-18100-0101,2019-03-22 05:38:00,2.498284
BC-BB-F3-18100-0101,2019-03-22 05:39:00,2.502108
BC-BB-F3-18100-0101,2019-03-22 05:40:00,2.505731
BC-BB-F3-18100-0101,2019-03-22 05:41:00,2.509468
BC-BB-F3-18100-0101,2019-03-22 05:42:00,2.513348
BC-BB-F3-18100-0101,2019-03-22 05:43:00,2.517402
BC-BB-F3-18100-0101,2019-03-22 05:44:00,2.521767
BC-BB-F3-18100-0101,2019-03-22 05:45:00,2.526584
BC-BB-F3-18100-0101,2019-03-22 05:46:00,2.531881
BC-BB-F3-18100-0101,2019-03-22 05:47:00,2.5376
BC-BB-F3-18100-0101,2019-03-22 05:48:00,2.543594
BC-BB-F3-18100-0101,2019-03-22 05:49:00,2.549627
BC-BB-F3-18100-0101,2019-03-22 05:50:00,2.555448
BC-BB-F3-18100-0101,2019-03-22 05:51:00,2.560866
BC-BB-F3-18100-0101,2019-03-22 05:52:00,2.565936
BC-BB-F3-18100-0101,2019-03-22 05:53:00,2.570768
BC-BB-F3-18100-0101,2019-03-22 05:54:00,2.575458
BC-BB-F3-18100-0101,2019-03-22 05:55:00,2.580126
BC-BB-F3-18100-0101,2019-03-22 05:56:00,2.584949
BC-BB-F3-18100-0101,2019-03-22 05:57:00,2.590033
BC-BB-F3-18100-0101,2019-03-22 05:58:00,2.595515
BC-BB-F3-18100-0101,2019-03-22 05:59:00,2.601551
BC-BB-F3-18100-0101,2019-03-22 06:00:00,2.608274
BC-BB-F3-18100-0101,2019-03-22 06:01:00,2.615753
BC-BB-F3-18100-0101,2019-03-22 06:02:00,2.623988
BC-BB-F3-18100-0101,2019-03-22 06:03:00,2.63291
BC-BB-F3-18100-0101,2019-03-22 06:04:00,2.642504
BC-BB-F3-18100-0101,2019-03-22 06:05:00,2.652706
BC-BB-F3-18100-0101,2019-03-22 06:06:00,2.66346
BC-BB-F3-18100-0101,2019-03-22 06:07:00,2.674637
BC-BB-F3-18100-0101,2019-03-22 06:08:00,2.686059
BC-BB-F3-18100-0101,2019-03-22 06:09:00,2.697572
BC-BB-F3-18100-0101,2019-03-22 06:10:00,2.708967
BC-BB-F3-18100-0101,2019-03-22 06:11:00,2.720068
BC-BB-F3-18100-0101,2019-03-22 06:12:00,2.730761
BC-BB-F3-18100-0101,2019-03-22 06:13:00,2.740885
BC-BB-F3-18100-0101,2019-03-22 06:14:00,2.750349
BC-BB-F3-18100-0101,2019-03-22 06:15:00,2.759097
BC-BB-F3-18100-0101,2019-03-22 06:16:00,2.767101
BC-BB-F3-18100-0101,2019-03-22 06:17:00,2.774645
BC-BB-F3-18100-0101,2019-03-22 06:18:00,2.782001
BC-BB-F3-18100-0101,2019-03-22 06:19:00,2.789319
BC-BB-F3-18100-0101,2019-03-22 06:20:00,2.796759
BC-BB-F3-18100-0101,2019-03-22 06:21:00,2.804524
BC-BB-F3-18100-0101,2019-03-22 06:22:00,2.812682
BC-BB-F3-18100-0101,2019-03-22 06:23:00,2.821297
BC-BB-F3-18100-0101,2019-03-22 06:24:00,2.830469
BC-BB-F3-18100-0101,2019-03-22 06:25:00,2.84028
BC-BB-F3-18100-0101,2019-03-22 06:26:00,2.85072
BC-BB-F3-18100-0101,2019-03-22 06:27:00,2.861724
BC-BB-F3-18100-0101,2019-03-22 06:28:00,2.872955
BC-BB-F3-18100-0101,2019-03-22 06:29:00,2.884364
BC-BB-F3-18100-0101,2019-03-22 06:30:00,2.895753
BC-BB-F3-18100-0101,2019-03-22 06:31:00,2.906841
BC-BB-F3-18100-0101,2019-03-22 06:32:00,2.917258
BC-BB-F3-18100-0101,2019-03-22 06:33:00,2.926792
BC-BB-F3-18100-0101,2019-03-22 06:34:00,2.935065
BC-BB-F3-18100-0101,2019-03-22 06:35:00,2.941996
BC-BB-F3-18100-0101,2019-03-22 06:36:00,2.947507
BC-BB-F3-18100-0101,2019-03-22 06:37:00,2.952004
BC-BB-F3-18100-0101,2019-03-22 06:38:00,2.955899
BC-BB-F3-18100-0101,2019-03-22 06:39:00,2.959417
BC-BB-F3-18100-0101,2019-03-22 06:40:00,2.96279
BC-BB-F3-18100-0101,2019-03-22 06:41:00,2.966364
BC-BB-F3-18100-0101,2019-03-22 06:42:00,2.97016
BC-BB-F3-18100-0101,2019-03-22 06:43:00,2.974234
BC-BB-F3-18100-0101,2019-03-22 06:44:00,2.978788
BC-BB-F3-18100-0101,2019-03-22 06:45:00,2.983982
BC-BB-F3-18100-0101,2019-03-22 06:46:00,2.989801
BC-BB-F3-18100-0101,2019-03-22 06:47:00,2.996148
BC-BB-F3-18100-0101,2019-03-22 06:48:00,3.002808
BC-BB-F3-18100-0101,2019-03-22 06:49:00,3.00947
BC-BB-F3-18100-0101,2019-03-22 06:50:00,3.015845
BC-BB-F3-18100-0101,2019-03-22 06:51:00,3.021686
BC-BB-F3-18100-0101,2019-03-22 06:52:00,3.026806
BC-BB-F3-18100-0101,2019-03-22 06:53:00,3.031201
BC-BB-F3-18100-0101,2019-03-22 06:54:00,3.034914
BC-BB-F3-18100-0101,2019-03-22 06:55:00,3.037543
BC-BB-F3-18100-0101,2019-03-22 06:56:00,3.039678
BC-BB-F3-18100-0101,2019-03-22 06:57:00,3.041516
BC-BB-F3-18100-0101,2019-03-22 06:58:00,3.04334
BC-BB-F3-18100-0101,2019-03-22 06:59:00,3.045377
BC-BB-F3-18100-0101,2019-03-22 07:00:00,3.047801
BC-BB-F3-18100-0101,2019-03-22 07:01:00,3.050802
BC-BB-F3-18100-0101,2019-03-22 07:02:00,3.054484
BC-BB-F3-18100-0101,2019-03-22 07:03:00,3.058934
BC-BB-F3-18100-0101,2019-03-22 07:04:00,3.064261
